sku,warehouse_id,quantity
('UNICORN_UNILEVER_130723_1504',2379),9.0
('UNICORN_UNILEVER_130723_1506',144),1.0
('UNICORN_UNILEVER_130723_1514',2379),4.0
('UNICORN_UNILEVER_130723_1516',2671),51.0
('UNICORN_UNILEVER_130723_1518',2671),40.0
('UNICORN_UNILEVER_130723_1519',2671),471.0
('UNICORN_UNILEVER_130723_1522',2671),31.0
('UNICORN_UNILEVER_130723_1523',2671),13.0
('UNICORN_UNILEVER_130723_1524',2671),13.0
('UNICORN_UNILEVER_130723_1527',144),1.0
('UNICORN_UNILEVER_130723_1528',144),2862.0
('UNICORN_UNILEVER_130723_1528',2671),7.0
('UNICORN_UNILEVER_130723_1529',144),18.0
('UNICORN_UNILEVER_130723_1529',2379),1.0
('UNICORN_UNILEVER_130723_1529',2671),1.0
('UNICORN_UNILEVER_130723_1530',144),2.0
('UNICORN_UNILEVER_130723_1537',144),12.0
('UNICORN_UNILEVER_130723_1540',144),1.0
('UNICORN_UNILEVER_130723_1542',144),1.0
('UNICORN_UNILEVER_130723_1542',2379),1e-05
('UNICORN_UNILEVER_130723_1542',2671),2.0
('UNICORN_UNILEVER_130723_1542',2720),361.0
('UNICORN_UNILEVER_130723_1543',144),1.0
('UNICORN_UNILEVER_130723_1544',2720),1e-05
('UNICORN_UNILEVER_130723_1545',2379),4.0
('UNICORN_UNILEVER_130723_1546',144),3.0
('UNICORN_UNILEVER_130723_1553',144),3.0
('UNICORN_UNILEVER_130723_1553',2671),72.0
('UNICORN_UNILEVER_130723_1553',2720),28.0
('UNICORN_UNILEVER_130723_1554',2379),2083.0
('UNICORN_UNILEVER_130723_1556',144),18.0
('UNICORN_UNILEVER_130723_1557',144),6.0
('UNICORN_UNILEVER_130723_1558',144),150.0
('UNICORN_UNILEVER_130723_1560',144),3.0
('UNICORN_UNILEVER_130723_1560',2379),2.0
('UNICORN_UNILEVER_130723_1562',144),2.0
('UNICORN_UNILEVER_130723_1565',144),2.0
('UNICORN_UNILEVER_130723_1573',144),30.0
('UNICORN_UNILEVER_130723_1579',144),126.0
('UNICORN_UNILEVER_130723_1579',2379),18.0
('UNICORN_UNILEVER_130723_1579',2720),15.0
('UNICORN_UNILEVER_130723_1581',144),1.0
('UNICORN_UNILEVER_130723_1582',144),1e-05
('UNICORN_UNILEVER_130723_1582',2720),91.0
('UNICORN_UNILEVER_130723_1585',144),5.0
('UNICORN_UNILEVER_130723_1586',144),19.0
('UNICORN_UNILEVER_130723_1586',156),45.0
('UNICORN_UNILEVER_130723_1587',144),229.0
('UNICORN_UNILEVER_130723_1588',144),198.0
('UNICORN_UNILEVER_130723_1597',144),7.0
('UNICORN_UNILEVER_130723_1597',156),1122.0
('UNICORN_UNILEVER_130723_1597',2379),6.0
('UNICORN_UNILEVER_130723_1599',144),9.0
('UNICORN_UNILEVER_130723_1602',144),4.0
('UNICORN_UNILEVER_130723_1604',144),388.0
('UNICORN_UNILEVER_130723_1606',144),1.0
('UNICORN_UNILEVER_130723_1615',144),4.0
('UNICORN_UNILEVER_130723_1624',144),171.0
('UNICORN_UNILEVER_130723_1624',2379),49.0
('UNICORN_UNILEVER_130723_1624',2720),82.0
('UNICORN_UNILEVER_130723_1632',144),1.0
('UNICORN_UNILEVER_130723_1632',156),232.0
('UNICORN_UNILEVER_130723_1632',2671),4.0
('UNICORN_UNILEVER_130723_1632',2720),7.0
('UNICORN_UNILEVER_130723_1633',144),1176.0
('UNICORN_UNILEVER_130723_1634',144),5.0
('UNICORN_UNILEVER_130723_1635',144),1.0
('UNICORN_UNILEVER_130723_1636',144),4.0
('UNICORN_UNILEVER_130723_1639',2379),3.0
('UNICORN_UNILEVER_130723_1644',2379),7.0
('UNICORN_UNILEVER_130723_1644',2671),1.0
('UNICORN_UNILEVER_130723_1646',144),544.0
('UNICORN_UNILEVER_130723_1648',144),3.0
('UNICORN_UNILEVER_130723_1648',156),60.0
('UNICORN_UNILEVER_130723_1648',2379),34.0
('UNICORN_UNILEVER_130723_1653',144),102.0
('UNICORN_UNILEVER_130723_1654',144),4.0
('UNICORN_UNILEVER_130723_1660',144),108.0
('UNICORN_UNILEVER_130723_1661',2379),1e-05
('UNICORN_UNILEVER_130723_1669',144),378.0
('UNICORN_UNILEVER_130723_1669',156),174.0
('UNICORN_UNILEVER_130723_1669',2379),234.0
('UNICORN_UNILEVER_130723_1669',2720),321.0
('UNICORN_UNILEVER_130723_1670',144),1.0
('UNICORN_UNILEVER_130723_1670',2379),1.0
('UNICORN_UNILEVER_130723_1670',2720),21.0
('UNICORN_UNILEVER_130723_1672',144),1.0
('UNICORN_UNILEVER_130723_1672',2379),4.0
('UNICORN_UNILEVER_130723_1672',2671),10.0
('UNICORN_UNILEVER_130723_1672',2720),15.0
('UNICORN_UNILEVER_130723_1673',144),348.0
('UNICORN_UNILEVER_130723_1674',144),543.0
('UNICORN_UNILEVER_130723_1674',156),61392.0
('UNICORN_UNILEVER_130723_1675',144),5.0
('UNICORN_UNILEVER_130723_1675',156),108.0
('UNICORN_UNILEVER_130723_1675',2671),4.0
('UNICORN_UNILEVER_130723_1675',2720),18.0
('UNICORN_UNILEVER_130723_1677',144),2.0
('UNICORN_UNILEVER_130723_1677',2379),1.0
('UNICORN_UNILEVER_130723_1677',2720),21.0
('UNICORN_UNILEVER_130723_1680',144),73.0
('UNICORN_UNILEVER_130723_1680',2379),36.0
('UNICORN_UNILEVER_130723_1681',144),528.0
('UNICORN_UNILEVER_130723_1683',144),2.0
('UNICORN_UNILEVER_130723_1683',2720),12.0
('UNICORN_UNILEVER_130723_1684',144),1.0
('UNICORN_UNILEVER_130723_1684',156),735.0
('UNICORN_UNILEVER_130723_1687',144),11.0
('UNICORN_UNILEVER_130723_1687',2379),2.0
('UNICORN_UNILEVER_130723_1689',144),9.0
('UNICORN_UNILEVER_130723_1689',2379),12.0
('UNICORN_UNILEVER_130723_1690',144),3.0
('UNICORN_UNILEVER_130723_1691',144),7.0
('UNICORN_UNILEVER_130723_1692',144),1.0
('UNICORN_UNILEVER_130723_1693',2379),1.0
('UNICORN_UNILEVER_130723_1693',2720),1.0
('UNICORN_UNILEVER_130723_1694',2720),12.0
('UNICORN_UNILEVER_130723_1695',144),48.0
('UNICORN_UNILEVER_130723_1695',2720),2.0
('UNICORN_UNILEVER_130723_1696',144),1e-05
('UNICORN_UNILEVER_130723_1696',2671),2.0
('UNICORN_UNILEVER_130723_1697',156),15.0
('UNICORN_UNILEVER_130723_1697',2720),9.0
('UNICORN_UNILEVER_130723_1699',144),4.0
('UNICORN_UNILEVER_130723_1699',2379),3.0
('UNICORN_UNILEVER_130723_1700',2720),3.0
('UNICORN_UNILEVER_130723_1701',2671),18.0
('UNICORN_UNILEVER_130723_1702',144),3.0
('UNICORN_UNILEVER_130723_1702',2379),5.0
('UNICORN_UNILEVER_130723_1702',2720),3.0
('UNICORN_UNILEVER_130723_1703',2379),39.0
('UNICORN_UNILEVER_130723_1703',2671),1.0
('UNICORN_UNILEVER_130723_1703',2720),24.0
('UNICORN_UNILEVER_130723_1705',144),1e-05
('UNICORN_UNILEVER_130723_1705',2379),1.0
('UNICORN_UNILEVER_130723_1705',2671),13.0
('UNICORN_UNILEVER_130723_1705',2720),22.0
('UNICORN_UNILEVER_130723_1706',144),3.0
('UNICORN_UNILEVER_130723_1707',144),6.0
('UNICORN_UNILEVER_130723_1708',144),2.0
('UNICORN_UNILEVER_130723_1708',2379),4.0
('UNICORN_UNILEVER_130723_1709',144),4.0
('UNICORN_UNILEVER_130723_1716',144),21.0
('UNICORN_UNILEVER_130723_1719',2671),12.0
('UNICORN_UNILEVER_130723_1725',2379),3.0
('UNICORN_UNILEVER_130723_1731',144),544.0
('UNICORN_UNILEVER_130723_1731',2379),1906.0
('UNICORN_UNILEVER_130723_1731',2671),1734.0
('UNICORN_UNILEVER_130723_1731',2720),1830.0
('UNICORN_UNILEVER_130723_1732',2671),3.0
('UNICORN_UNILEVER_130723_1733',144),4.0
('UNICORN_UNILEVER_130723_1733',2379),114.0
('UNICORN_UNILEVER_130723_1733',2671),40.0
('UNICORN_UNILEVER_130723_1733',2720),99.0
('UNICORN_UNILEVER_130723_1735',144),387.0
('UNICORN_UNILEVER_130723_1735',156),30.0
('UNICORN_UNILEVER_130723_1735',2671),1002.0
('UNICORN_UNILEVER_130723_1735',2720),4.0
('UNICORN_UNILEVER_130723_1737',2379),27.0
('UNICORN_UNILEVER_130723_1740',2671),30.0
('UNICORN_UNILEVER_130723_1742',2671),495.0
('UNICORN_UNILEVER_130723_1745',144),4.0
('UNICORN_UNILEVER_130723_1745',2379),168.0
('UNICORN_UNILEVER_130723_1749',2379),4.0
('UNICORN_UNILEVER_130723_1751',2671),288.0
('UNICORN_UNILEVER_130723_1752',144),3.0
('UNICORN_UNILEVER_130723_1753',144),1.0
('UNICORN_UNILEVER_130723_1753',2720),3834.0
('UNICORN_UNILEVER_130723_1757',144),277.0
('UNICORN_UNILEVER_130723_1760',144),381.0
('UNICORN_UNILEVER_130723_1762',144),15.0
('UNICORN_UNILEVER_130723_1762',156),273.0
('UNICORN_UNILEVER_130723_1762',2379),171.0
('UNICORN_UNILEVER_130723_1762',2720),4.0
('UNICORN_UNILEVER_130723_1763',2379),6.0
('UNICORN_UNILEVER_130723_1772',144),25.0
('UNICORN_UNILEVER_130723_1773',144),346.0
('UNICORN_UNILEVER_130723_1773',2720),609.0
('UNICORN_UNILEVER_130723_1775',2379),334.0
('UNICORN_UNILEVER_130723_1776',2671),16.0
('UNICORN_UNILEVER_130723_1781',2671),63.0
('UNICORN_UNILEVER_130723_1783',144),3.0
('UNICORN_UNILEVER_130723_1783',2379),16.0
('UNICORN_UNILEVER_130723_1794',144),12.0
('UNICORN_UNILEVER_130723_1799',144),1e-05
('UNICORN_UNILEVER_130723_1799',2379),6.0
('UNICORN_UNILEVER_130723_1800',144),18.0
('UNICORN_UNILEVER_130723_1800',2379),3.0
('UNICORN_UNILEVER_130723_1808',144),4.0
('UNICORN_UNILEVER_130723_1808',2671),54.0
('UNICORN_UNILEVER_130723_1809',2379),25.0
('UNICORN_UNILEVER_130723_1809',2671),63.0
('UNICORN_UNILEVER_130723_1810',2379),37.0
('UNICORN_UNILEVER_130723_1810',2671),9.0
('UNICORN_UNILEVER_130723_1810',2720),1.0
('UNICORN_UNILEVER_130723_1811',144),82.0
('UNICORN_UNILEVER_130723_1811',156),61.0
('UNICORN_UNILEVER_130723_1811',2720),4.0
('UNICORN_UNILEVER_130723_1814',144),679.0
('UNICORN_UNILEVER_130723_1815',144),15.0
('UNICORN_UNILEVER_130723_1815',2379),6.0
('UNICORN_UNILEVER_130723_1815',2720),90.0
('UNICORN_UNILEVER_130723_1816',144),1.0
('UNICORN_UNILEVER_130723_1818',144),6.0
('UNICORN_UNILEVER_130723_1818',2671),8.0
('UNICORN_UNILEVER_130723_1818',2720),9.0
('UNICORN_UNILEVER_130723_1819',144),6.0
('UNICORN_UNILEVER_130723_1819',2379),1e-05
('UNICORN_UNILEVER_130723_1819',2671),10.0
('UNICORN_UNILEVER_130723_1821',2720),18.0
('UNICORN_UNILEVER_130723_1833',2720),9.0
('UNICORN_UNILEVER_130723_1851',2379),1.0
('UNICORN_UNILEVER_130723_1858',144),3.0
('UNICORN_UNILEVER_130723_1858',2671),2.0
('UNICORN_UNILEVER_130723_1864',2379),58.0
('UNICORN_UNILEVER_130723_9933',2671),58.0
('UNICORN_UNILEVER_130723_9933',3004),72.0
('UNICORN_UNILEVER_130923_1214',2671),432.0
('UNICORN_UNILEVER_140124_1992',144),6147.0
('UNICORN_UNILEVER_140124_1992',156),9513.0
('UNICORN_UNILEVER_140124_1992',2379),7617.0
('UNICORN_UNILEVER_140124_1992',2671),5523.0
('UNICORN_UNILEVER_140124_1992',2720),4833.0
('UNICORN_UNILEVER_140124_1993',144),16461.0
('UNICORN_UNILEVER_140124_1993',156),15069.0
('UNICORN_UNILEVER_140124_1993',2379),688.0
('UNICORN_UNILEVER_140124_1993',2671),10330.0
('UNICORN_UNILEVER_140124_1993',2720),10602.0
('UNICORN_UNILEVER_140224_2749',144),630.0
('UNICORN_UNILEVER_140224_2749',156),718.0
('UNICORN_UNILEVER_140224_2749',2379),34.0
('UNICORN_UNILEVER_140224_2749',2671),297.0
('UNICORN_UNILEVER_140224_2749',2720),82.0
('UNICORN_UNILEVER_140224_2749',3004),97.0
('UNICORN_UNILEVER_140224_2750',2720),1.0
('UNICORN_UNILEVER_140224_2750',3004),6.0
('UNICORN_UNILEVER_140224_9264',2671),27.0
('UNICORN_UNILEVER_140224_9264',3004),18.0
('UNICORN_UNILEVER_140224_9265',3004),21.0
('UNICORN_UNILEVER_140224_9266',144),9169.0
('UNICORN_UNILEVER_140224_9266',156),14946.0
('UNICORN_UNILEVER_140224_9266',2379),3757.0
('UNICORN_UNILEVER_140224_9266',2671),6384.0
('UNICORN_UNILEVER_140224_9266',2720),3046.0
('UNICORN_UNILEVER_140224_9266',3004),1756.0
('UNICORN_UNILEVER_140224_9267',2671),288.0
('UNICORN_UNILEVER_140224_9267',3004),247.0
('UNICORN_UNILEVER_140224_9268',156),9892.0
('UNICORN_UNILEVER_140224_9268',2379),4561.0
('UNICORN_UNILEVER_140224_9268',2671),540.0
('UNICORN_UNILEVER_140224_9268',2720),1638.0
('UNICORN_UNILEVER_14024_1988',144),2209.0
('UNICORN_UNILEVER_14024_1988',156),4882.0
('UNICORN_UNILEVER_14024_1988',2671),853.0
('UNICORN_UNILEVER_14024_1988',3004),436.0
('UNICORN_UNILEVER_14024_2000',144),1e-05
('UNICORN_UNILEVER_14024_2000',156),1080.0
('UNICORN_UNILEVER_14024_2000',2379),6.0
('UNICORN_UNILEVER_14024_2000',2671),76.0
('UNICORN_UNILEVER_140823_0022',2379),46.0
('UNICORN_UNILEVER_140823_0022',2671),13.0
('UNICORN_UNILEVER_140823_0022',2720),21.0
('UNICORN_UNILEVER_141023_1020',144),25.0
('UNICORN_UNILEVER_141023_1022',144),51.0
('UNICORN_UNILEVER_141023_1022',156),37.0
('UNICORN_UNILEVER_141023_1022',2720),4.0
('UNICORN_UNILEVER_141023_1203',2671),3.0
('UNICORN_UNILEVER_141023_1204',2671),1e-05
('UNICORN_UNILEVER_141123_1008',144),4489.0
('UNICORN_UNILEVER_141123_1008',2379),352.0
('UNICORN_UNILEVER_141123_1009',144),1966.0
('UNICORN_UNILEVER_141123_1009',2379),4852.0
('UNICORN_UNILEVER_141223_0020',144),73.0
('UNICORN_UNILEVER_150124_2748',144),294.0
('UNICORN_UNILEVER_150124_2748',156),334.0
('UNICORN_UNILEVER_150124_3330',144),39.0
('UNICORN_UNILEVER_150124_3330',156),49.0
('UNICORN_UNILEVER_150124_3330',2671),6.0
('UNICORN_UNILEVER_150124_3330',3004),6.0
('UNICORN_UNILEVER_150124_3331',144),40.0
('UNICORN_UNILEVER_150124_3331',156),33.0
('UNICORN_UNILEVER_150124_3331',3004),10.0
('UNICORN_UNILEVER_150124_3865',144),3495.0
('UNICORN_UNILEVER_150124_3865',156),4824.0
('UNICORN_UNILEVER_150124_3865',2379),652.0
('UNICORN_UNILEVER_150124_3865',2671),2079.0
('UNICORN_UNILEVER_150124_3865',2720),582.0
('UNICORN_UNILEVER_150124_3865',3004),529.0
('UNICORN_UNILEVER_150124_9328',156),16281.0
('UNICORN_UNILEVER_150124_9328',2379),400.0
('UNICORN_UNILEVER_150124_9328',2671),6525.0
('UNICORN_UNILEVER_150124_9328',2720),4.0
('UNICORN_UNILEVER_150124_9329',144),462322.0
('UNICORN_UNILEVER_150124_9329',156),740188.0
('UNICORN_UNILEVER_150124_9329',2379),384907.0
('UNICORN_UNILEVER_150124_9329',2671),176977.0
('UNICORN_UNILEVER_150124_9329',2720),84121.0
('UNICORN_UNILEVER_150124_9331',144),18.0
('UNICORN_UNILEVER_150124_9331',156),87.0
('UNICORN_UNILEVER_150124_9332',144),61.0
('UNICORN_UNILEVER_150124_9332',156),63.0
('UNICORN_UNILEVER_150124_9332',3004),7.0
('UNICORN_UNILEVER_150124_9333',144),66.0
('UNICORN_UNILEVER_150124_9333',156),69.0
('UNICORN_UNILEVER_150124_9333',3004),3.0
('UNICORN_UNILEVER_150224_2264',3004),76.0
('UNICORN_UNILEVER_150224_2265',144),228.0
('UNICORN_UNILEVER_150923_1244',2671),4.0
('UNICORN_UNILEVER_151123_9916',2671),6.0
('UNICORN_UNILEVER_160823_1244',2671),326.0
('UNICORN_UNILEVER_160823_1244',2720),4.0
('UNICORN_UNILEVER_160823_1609',2671),1.0
('UNICORN_UNILEVER_161123_1002',144),10.0
('UNICORN_UNILEVER_161123_1002',2720),102.0
('UNICORN_UNILEVER_170124_0864',144),167662.0
('UNICORN_UNILEVER_170124_0864',2671),14236.0
('UNICORN_UNILEVER_170124_0864',2720),324.0
('UNICORN_UNILEVER_170124_0864',3004),35143.0
('UNICORN_UNILEVER_170124_4086',144),30.0
('UNICORN_UNILEVER_170124_4086',2671),7.0
('UNICORN_UNILEVER_170124_4086',3004),9.0
('UNICORN_UNILEVER_170124_4087',144),9.0
('UNICORN_UNILEVER_170124_4088',144),27.0
('UNICORN_UNILEVER_170124_4088',156),72.0
('UNICORN_UNILEVER_170124_4088',2720),7.0
('UNICORN_UNILEVER_170124_4088',3004),3.0
('UNICORN_UNILEVER_170124_7265',144),6.0
('UNICORN_UNILEVER_170124_7265',156),9.0
('UNICORN_UNILEVER_170124_7265',3004),21.0
('UNICORN_UNILEVER_170124_7267',144),13105.0
('UNICORN_UNILEVER_170124_7267',156),11748.0
('UNICORN_UNILEVER_170124_7267',2379),10705.0
('UNICORN_UNILEVER_170124_7267',2671),12993.0
('UNICORN_UNILEVER_170124_7267',2720),5730.0
('UNICORN_UNILEVER_170124_7267',3004),3078.0
('UNICORN_UNILEVER_170224_1009',144),112095.0
('UNICORN_UNILEVER_170224_1009',156),76920.0
('UNICORN_UNILEVER_170224_1009',2379),12651.0
('UNICORN_UNILEVER_170224_1009',2671),99615.0
('UNICORN_UNILEVER_170224_1009',2720),45133.0
('UNICORN_UNILEVER_170224_1009',3004),3565.0
('UNICORN_UNILEVER_170224_1010',144),143245.0
('UNICORN_UNILEVER_170224_1010',2379),1689.0
('UNICORN_UNILEVER_170224_1011',144),15504.0
('UNICORN_UNILEVER_170224_1011',156),20772.0
('UNICORN_UNILEVER_170224_1011',2379),162.0
('UNICORN_UNILEVER_170224_1011',2671),1021.0
('UNICORN_UNILEVER_170224_1011',2720),1332.0
('UNICORN_UNILEVER_170224_1011',3004),3021.0
('UNICORN_UNILEVER_170224_1012',144),42489.0
('UNICORN_UNILEVER_170224_1012',156),119184.0
('UNICORN_UNILEVER_170224_1012',2379),7164.0
('UNICORN_UNILEVER_170224_1012',2671),36247.0
('UNICORN_UNILEVER_170224_1012',2720),22758.0
('UNICORN_UNILEVER_170224_1013',144),330.0
('UNICORN_UNILEVER_170224_1013',156),772.0
('UNICORN_UNILEVER_170224_1013',2379),1369.0
('UNICORN_UNILEVER_170224_1013',2671),2046.0
('UNICORN_UNILEVER_170224_1013',2720),219.0
('UNICORN_UNILEVER_170224_1013',3004),78.0
('UNICORN_UNILEVER_170224_1014',144),540.0
('UNICORN_UNILEVER_170224_1014',156),2220.0
('UNICORN_UNILEVER_170224_1014',2379),11379.0
('UNICORN_UNILEVER_170224_1014',2671),2160.0
('UNICORN_UNILEVER_170224_1014',2720),2863.0
('UNICORN_UNILEVER_170224_1014',3004),270.0
('UNICORN_UNILEVER_170224_1015',144),112.0
('UNICORN_UNILEVER_170224_1015',2379),670.0
('UNICORN_UNILEVER_170224_1016',156),9333.0
('UNICORN_UNILEVER_170224_1016',2379),8434.0
('UNICORN_UNILEVER_170224_1016',2671),9072.0
('UNICORN_UNILEVER_171223_1221',144),709.0
('UNICORN_UNILEVER_171223_1221',2671),42.0
('UNICORN_UNILEVER_180124_3879',144),1.0
('UNICORN_UNILEVER_180124_3879',156),9.0
('UNICORN_UNILEVER_180124_3880',144),18.0
('UNICORN_UNILEVER_180124_3880',156),21.0
('UNICORN_UNILEVER_180124_3881',156),34.0
('UNICORN_UNILEVER_180124_3882',144),1663.0
('UNICORN_UNILEVER_180124_3882',156),1960.0
('UNICORN_UNILEVER_180124_3882',2379),559.0
('UNICORN_UNILEVER_180124_3882',2671),829.0
('UNICORN_UNILEVER_180124_3882',2720),715.0
('UNICORN_UNILEVER_180124_3882',3004),409.0
('UNICORN_UNILEVER_180224_2775',156),39.0
('UNICORN_UNILEVER_180224_2775',2720),33.0
('UNICORN_UNILEVER_180224_2775',3004),63.0
('UNICORN_UNILEVER_180224_2776',144),507.0
('UNICORN_UNILEVER_180224_2776',156),648.0
('UNICORN_UNILEVER_180224_2776',2671),207.0
('UNICORN_UNILEVER_180224_2776',2720),132.0
('UNICORN_UNILEVER_180923_1225',144),15.0
('UNICORN_UNILEVER_181023_1022',2720),18.0
('UNICORN_UNILEVER_181123_1002',2671),3.0
('UNICORN_UNILEVER_181123_1091',156),1.0
('UNICORN_UNILEVER_181123_1093',2720),79.0
('UNICORN_UNILEVER_190224_7387',144),16756.0
('UNICORN_UNILEVER_190224_7387',2671),12312.0
('UNICORN_UNILEVER_190224_7387',2720),1522.0
('UNICORN_UNILEVER_190224_7388',144),324.0
('UNICORN_UNILEVER_190224_7388',156),1188.0
('UNICORN_UNILEVER_190224_7388',2671),1830.0
('UNICORN_UNILEVER_190224_7388',3004),486.0
('UNICORN_UNILEVER_190224_7389',144),954.0
('UNICORN_UNILEVER_190224_7389',156),108.0
('UNICORN_UNILEVER_190224_7389',3004),180.0
('UNICORN_UNILEVER_190224_7926',144),72.0
('UNICORN_UNILEVER_190224_7926',2671),96.0
('UNICORN_UNILEVER_190224_7926',3004),138.0
('UNICORN_UNILEVER_190224_7927',2671),88.0
('UNICORN_UNILEVER_190224_7927',3004),25.0
('UNICORN_UNILEVER_190224_7928',144),45.0
('UNICORN_UNILEVER_190224_7928',2671),43.0
('UNICORN_UNILEVER_190923_1213',156),1339.0
('UNICORN_UNILEVER_190923_1213',2379),54.0
('UNICORN_UNILEVER_200124_3075',156),17371.0
('UNICORN_UNILEVER_200124_3076',144),4.0
('UNICORN_UNILEVER_200124_3076',156),39.0
('UNICORN_UNILEVER_200124_3076',2379),13.0
('UNICORN_UNILEVER_200124_3076',2671),1.0
('UNICORN_UNILEVER_200224_3788',156),6480.0
('UNICORN_UNILEVER_200224_3788',3004),1080.0
('UNICORN_UNILEVER_200224_3789',156),756.0
('UNICORN_UNILEVER_200224_3789',3004),25.0
('UNICORN_UNILEVER_200224_3790',156),288.0
('UNICORN_UNILEVER_200224_3791',144),10.0
('UNICORN_UNILEVER_200224_3791',156),132.0
('UNICORN_UNILEVER_200224_3791',2671),16.0
('UNICORN_UNILEVER_200224_3791',2720),30.0
('UNICORN_UNILEVER_200224_3791',3004),45.0
('UNICORN_UNILEVER_200923_0018',144),3.0
('UNICORN_UNILEVER_200923_0018',2379),1.0
('UNICORN_UNILEVER_210823_1982',144),1039.0
('UNICORN_UNILEVER_210823_1982',2379),1713.0
('UNICORN_UNILEVER_210823_1983',2671),3.0
('UNICORN_UNILEVER_210823_1983',2720),10.0
('UNICORN_UNILEVER_211023_0024',144),21.0
('UNICORN_UNILEVER_211023_0024',2379),4.0
('UNICORN_UNILEVER_211023_0024',2720),1.0
('UNICORN_UNILEVER_211023_0026',144),22.0
('UNICORN_UNILEVER_211023_0026',2671),1.0
('UNICORN_UNILEVER_211023_1221',144),1.0
('UNICORN_UNILEVER_211023_1221',2379),6.0
('UNICORN_UNILEVER_211023_1221',2720),4.0
('UNICORN_UNILEVER_211023_1222',144),4.0
('UNICORN_UNILEVER_211023_1223',2720),42.0
('UNICORN_UNILEVER_211023_1224',156),51.0
('UNICORN_UNILEVER_211023_1224',2671),25.0
('UNICORN_UNILEVER_211023_1225',156),76.0
('UNICORN_UNILEVER_211023_1226',156),249.0
('UNICORN_UNILEVER_211023_1226',3004),1.0
('UNICORN_UNILEVER_211123_2746',2671),9.0
('UNICORN_UNILEVER_211123_2746',2720),36.0
('UNICORN_UNILEVER_220124_5397',156),25.0
('UNICORN_UNILEVER_220124_5398',156),4.0
('UNICORN_UNILEVER_220124_5399',156),55.0
('UNICORN_UNILEVER_220124_6504',144),1764.0
('UNICORN_UNILEVER_220124_6504',156),1440.0
('UNICORN_UNILEVER_220124_6504',2671),250.0
('UNICORN_UNILEVER_220124_6504',2720),58.0
('UNICORN_UNILEVER_220224_3025',156),10800.0
('UNICORN_UNILEVER_220224_3025',3004),10720.0
('UNICORN_UNILEVER_220224_3773',156),324.0
('UNICORN_UNILEVER_220224_3773',2671),18.0
('UNICORN_UNILEVER_220224_3773',3004),79.0
('UNICORN_UNILEVER_230124_0647',144),184.0
('UNICORN_UNILEVER_230124_0647',156),423.0
('UNICORN_UNILEVER_230124_0647',2379),51.0
('UNICORN_UNILEVER_230124_0647',2671),36.0
('UNICORN_UNILEVER_230124_0647',2720),22.0
('UNICORN_UNILEVER_230124_0647',3004),67.0
('UNICORN_UNILEVER_230124_0648',156),28.0
('UNICORN_UNILEVER_230923_3493',156),636.0
('UNICORN_UNILEVER_230923_3493',2671),9.0
('UNICORN_UNILEVER_231023_9302',2671),2200.0
('UNICORN_UNILEVER_231023_9302',2720),1.0
('UNICORN_UNILEVER_231023_9303',144),4.0
('UNICORN_UNILEVER_231023_9303',2671),37.0
('UNICORN_UNILEVER_231023_9303',2720),1e-05
('UNICORN_UNILEVER_231023_9305',2379),3.0
('UNICORN_UNILEVER_231023_9305',2671),1e-05
('UNICORN_UNILEVER_231023_9306',144),1.0
('UNICORN_UNILEVER_231123_1090',2379),22.0
('UNICORN_UNILEVER_231123_1090',2720),103.0
('UNICORN_UNILEVER_240224_1020',156),720.0
('UNICORN_UNILEVER_240224_1021',2671),7524.0
('UNICORN_UNILEVER_240224_1021',3004),3294.0
('UNICORN_UNILEVER_240224_4622',144),10800.0
('UNICORN_UNILEVER_240224_4622',156),46800.0
('UNICORN_UNILEVER_240224_4622',2379),5206.0
('UNICORN_UNILEVER_240224_4622',2671),28567.0
('UNICORN_UNILEVER_240224_4622',2720),13627.0
('UNICORN_UNILEVER_240224_4622',3004),12904.0
('UNICORN_UNILEVER_240224_6608',144),702.0
('UNICORN_UNILEVER_240723_0001',144),31.0
('UNICORN_UNILEVER_240723_0001',2379),4.0
('UNICORN_UNILEVER_240723_0001',2720),10.0
('UNICORN_UNILEVER_240723_0002',2671),1512.0
('UNICORN_UNILEVER_240723_0002',2720),4.0
('UNICORN_UNILEVER_240723_0007',2671),216.0
('UNICORN_UNILEVER_240723_0009',144),139.0
('UNICORN_UNILEVER_240723_0011',144),41.0
('UNICORN_UNILEVER_240723_0011',2671),6372.0
('UNICORN_UNILEVER_240723_0011',2720),195.0
('UNICORN_UNILEVER_240823_0003',2720),985.0
('UNICORN_UNILEVER_250124_3695',156),33.0
('UNICORN_UNILEVER_250124_3696',156),49.0
('UNICORN_UNILEVER_250124_4427',144),387.0
('UNICORN_UNILEVER_250124_4427',2671),72.0
('UNICORN_UNILEVER_250124_4427',3004),33.0
('UNICORN_UNILEVER_250224_2589',156),51.0
('UNICORN_UNILEVER_250723_0702',144),2.0
('UNICORN_UNILEVER_250723_0702',156),16.0
('UNICORN_UNILEVER_250723_0702',2379),3.0
('UNICORN_UNILEVER_250723_0702',2720),1.0
('UNICORN_UNILEVER_250723_0703',2671),1.0
('UNICORN_UNILEVER_250723_0709',2379),634.0
('UNICORN_UNILEVER_250723_0712',156),508.0
('UNICORN_UNILEVER_250723_1126',144),1.0
('UNICORN_UNILEVER_250723_1126',156),88.0
('UNICORN_UNILEVER_250723_1126',2379),4.0
('UNICORN_UNILEVER_250723_1126',2671),4.0
