sku,warehouse_id,quantity
('UNICORN_UNILEVER_080124_6391',3004),7275.0
('UNICORN_UNILEVER_080124_6392',144),13474.0
('UNICORN_UNILEVER_080124_6392',156),8242.0
('UNICORN_UNILEVER_080124_6392',2379),7627.0
('UNICORN_UNILEVER_080124_6392',2671),13407.0
('UNICORN_UNILEVER_080124_6392',2720),8902.0
('UNICORN_UNILEVER_080124_6393',156),360.0
('UNICORN_UNILEVER_080124_6393',2671),99.0
('UNICORN_UNILEVER_080124_6393',2720),121.0
('UNICORN_UNILEVER_080124_6394',156),205.0
('UNICORN_UNILEVER_080124_6394',3004),18.0
('UNICORN_UNILEVER_080124_6395',156),97.0
('UNICORN_UNILEVER_080124_6396',144),250.0
('UNICORN_UNILEVER_080124_6396',156),342.0
('UNICORN_UNILEVER_080124_6396',2671),103.0
('UNICORN_UNILEVER_080124_6397',2671),48.0
('UNICORN_UNILEVER_080124_6398',144),435.0
('UNICORN_UNILEVER_080124_6398',156),1258.0
('UNICORN_UNILEVER_080124_6398',2379),768.0
('UNICORN_UNILEVER_080124_6398',2671),304.0
('UNICORN_UNILEVER_080124_6398',2720),348.0
('UNICORN_UNILEVER_080124_6398',3004),256.0
('UNICORN_UNILEVER_080124_6400',144),379.0
('UNICORN_UNILEVER_080124_6400',156),693.0
('UNICORN_UNILEVER_080124_6400',2379),127.0
('UNICORN_UNILEVER_080124_6400',2671),133.0
('UNICORN_UNILEVER_080124_6400',2720),85.0
('UNICORN_UNILEVER_080124_6400',3004),48.0
('UNICORN_UNILEVER_080124_6401',144),214.0
('UNICORN_UNILEVER_080124_6401',3004),34.0
('UNICORN_UNILEVER_080124_6402',156),35511.0
('UNICORN_UNILEVER_080124_6402',2379),5151.0
('UNICORN_UNILEVER_080124_6402',2671),12451.0
('UNICORN_UNILEVER_080124_6402',2720),205.0
('UNICORN_UNILEVER_080124_6403',144),45538.0
('UNICORN_UNILEVER_080124_6403',156),56469.0
('UNICORN_UNILEVER_080124_6403',2379),31542.0
('UNICORN_UNILEVER_080124_6403',2671),18549.0
('UNICORN_UNILEVER_080124_6403',2720),21544.0
('UNICORN_UNILEVER_080124_6404',144),15957.0
('UNICORN_UNILEVER_080124_6404',156),20146.0
('UNICORN_UNILEVER_080124_6404',2379),6978.0
('UNICORN_UNILEVER_080124_6404',2671),13609.0
('UNICORN_UNILEVER_080124_6404',2720),5253.0
('UNICORN_UNILEVER_080124_6405',144),111.0
('UNICORN_UNILEVER_080124_6405',156),480.0
('UNICORN_UNILEVER_080124_6405',2379),76.0
('UNICORN_UNILEVER_080124_6405',2671),678.0
('UNICORN_UNILEVER_080124_6405',2720),216.0
('UNICORN_UNILEVER_080124_6406',144),4242.0
('UNICORN_UNILEVER_080124_6406',156),2122.0
('UNICORN_UNILEVER_080124_6406',2379),306.0
('UNICORN_UNILEVER_080124_6406',2671),444.0
('UNICORN_UNILEVER_080124_6406',2720),1188.0
('UNICORN_UNILEVER_080124_6407',144),1512.0
('UNICORN_UNILEVER_080124_6407',2379),6627.0
('UNICORN_UNILEVER_080124_6407',2671),54490.0
('UNICORN_UNILEVER_080124_6407',2720),11220.0
('UNICORN_UNILEVER_080224_1020',2671),63.0
('UNICORN_UNILEVER_080224_1021',144),8973.0
('UNICORN_UNILEVER_080224_1021',156),26136.0
('UNICORN_UNILEVER_080224_1021',2379),8115.0
('UNICORN_UNILEVER_080224_1021',2671),6109.0
('UNICORN_UNILEVER_080224_1021',2720),85.0
('UNICORN_UNILEVER_080224_1021',3004),54.0
('UNICORN_UNILEVER_080224_1022',144),2688.0
('UNICORN_UNILEVER_080224_1022',156),1512.0
('UNICORN_UNILEVER_080224_1022',2379),4537.0
('UNICORN_UNILEVER_080224_1022',2671),1224.0
('UNICORN_UNILEVER_080224_1022',2720),3342.0
('UNICORN_UNILEVER_080224_1022',3004),865.0
('UNICORN_UNILEVER_080224_1023',144),3.0
('UNICORN_UNILEVER_080224_1023',2671),1.0
('UNICORN_UNILEVER_080224_1024',144),363.0
('UNICORN_UNILEVER_080224_1024',156),1440.0
('UNICORN_UNILEVER_080224_1024',2379),711.0
('UNICORN_UNILEVER_080224_1024',2671),91.0
('UNICORN_UNILEVER_080224_1025',144),4093.0
('UNICORN_UNILEVER_080224_1025',156),1482.0
('UNICORN_UNILEVER_080224_1025',2379),1080.0
('UNICORN_UNILEVER_080224_1025',2671),4548.0
('UNICORN_UNILEVER_080224_1025',2720),708.0
('UNICORN_UNILEVER_080224_1026',144),21106.0
('UNICORN_UNILEVER_080224_1026',156),51552.0
('UNICORN_UNILEVER_080224_1026',2379),543.0
('UNICORN_UNILEVER_080224_1026',2671),13056.0
('UNICORN_UNILEVER_080224_1026',2720),2896.0
('UNICORN_UNILEVER_080224_1026',3004),3480.0
('UNICORN_UNILEVER_080224_1027',156),7.0
('UNICORN_UNILEVER_080224_1027',2671),4.0
('UNICORN_UNILEVER_081123_5914',144),13.0
('UNICORN_UNILEVER_081123_5914',156),16.0
('UNICORN_UNILEVER_081123_7033',2379),1e-05
('UNICORN_UNILEVER_081123_7034',156),88.0
('UNICORN_UNILEVER_081123_7034',2379),22.0
('UNICORN_UNILEVER_081123_7034',2671),36.0
('UNICORN_UNILEVER_081123_7034',2720),22.0
('UNICORN_UNILEVER_090324_6227',2720),5778.0
('UNICORN_UNILEVER_090324_7133',144),184.0
('UNICORN_UNILEVER_090324_7133',2671),180.0
('UNICORN_UNILEVER_091023_1020',156),1783629.0
('UNICORN_UNILEVER_091023_1020',2671),793.0
('UNICORN_UNILEVER_091023_1021',144),921.0
('UNICORN_UNILEVER_091023_1021',2379),406.0
('UNICORN_UNILEVER_091023_1021',2671),915.0
('UNICORN_UNILEVER_091023_1021',2720),1050.0
('UNICORN_UNILEVER_091023_1022',2720),7.0
('UNICORN_UNILEVER_091023_1222',2720),3.0
('UNICORN_UNILEVER_091123_4406',144),1549.0
('UNICORN_UNILEVER_091123_4406',2379),175.0
('UNICORN_UNILEVER_091223_0031',144),385.0
('UNICORN_UNILEVER_091223_0031',2720),66.0
('UNICORN_UNILEVER_091223_0032',2671),36.0
('UNICORN_UNILEVER_091223_0034',144),3.0
('UNICORN_UNILEVER_091223_5929',144),7.0
('UNICORN_UNILEVER_091223_5929',2720),1.0
('UNICORN_UNILEVER_091223_5930',144),12.0
('UNICORN_UNILEVER_091223_5931',156),13612.0
('UNICORN_UNILEVER_091223_5932',2671),154.0
('UNICORN_UNILEVER_091223_5933',144),49.0
('UNICORN_UNILEVER_091223_5933',156),3.0
('UNICORN_UNILEVER_091223_5933',2720),15.0
('UNICORN_UNILEVER_091223_9302',2671),81.0
('UNICORN_UNILEVER_100124_1224',144),7330.0
('UNICORN_UNILEVER_100124_1224',156),9213.0
('UNICORN_UNILEVER_100124_1224',2379),6529.0
('UNICORN_UNILEVER_100124_1224',2671),5826.0
('UNICORN_UNILEVER_100124_1224',2720),5784.0
('UNICORN_UNILEVER_100124_1224',3004),1594.0
('UNICORN_UNILEVER_100124_1225',2720),546.0
('UNICORN_UNILEVER_100124_1227',2671),8437.0
('UNICORN_UNILEVER_100124_1228',144),13.0
('UNICORN_UNILEVER_100124_1228',156),19.0
('UNICORN_UNILEVER_100224_0002',144),2580.0
('UNICORN_UNILEVER_100224_0002',156),4186.0
('UNICORN_UNILEVER_100224_0002',2379),1441.0
('UNICORN_UNILEVER_100224_0002',2720),2748.0
('UNICORN_UNILEVER_100224_0002',3004),1620.0
('UNICORN_UNILEVER_100224_0003',144),188523.0
('UNICORN_UNILEVER_100224_0003',156),100126.0
('UNICORN_UNILEVER_100224_0003',2379),62614.0
('UNICORN_UNILEVER_100224_0003',2671),41797.0
('UNICORN_UNILEVER_100224_0003',2720),46171.0
('UNICORN_UNILEVER_100224_0003',3004),29662.0
('UNICORN_UNILEVER_100224_0004',144),3447.0
('UNICORN_UNILEVER_100224_0004',156),5643.0
('UNICORN_UNILEVER_100224_0004',2379),2658.0
('UNICORN_UNILEVER_100224_0004',2671),1246.0
('UNICORN_UNILEVER_100224_0004',2720),1722.0
('UNICORN_UNILEVER_100224_0004',3004),441.0
('UNICORN_UNILEVER_100224_0005',156),999.0
('UNICORN_UNILEVER_100224_0005',2379),604.0
('UNICORN_UNILEVER_100224_0005',2671),255.0
('UNICORN_UNILEVER_100224_0005',2720),576.0
('UNICORN_UNILEVER_100224_0005',3004),82.0
('UNICORN_UNILEVER_100224_2640',144),4582.0
('UNICORN_UNILEVER_100224_2640',156),3157.0
('UNICORN_UNILEVER_100224_2640',2379),933.0
('UNICORN_UNILEVER_100224_2640',2671),1105.0
('UNICORN_UNILEVER_100224_2640',2720),1638.0
('UNICORN_UNILEVER_100224_2640',3004),216.0
('UNICORN_UNILEVER_100224_7249',144),193.0
('UNICORN_UNILEVER_100224_7249',156),280.0
('UNICORN_UNILEVER_100224_7250',144),57.0
('UNICORN_UNILEVER_100224_7250',156),154.0
('UNICORN_UNILEVER_110124_0021',144),481.0
('UNICORN_UNILEVER_110124_0021',156),756.0
('UNICORN_UNILEVER_110124_0021',3004),162.0
('UNICORN_UNILEVER_110124_0022',144),576.0
('UNICORN_UNILEVER_110124_0022',156),366.0
('UNICORN_UNILEVER_110124_0022',2671),240.0
('UNICORN_UNILEVER_110124_0022',3004),60.0
('UNICORN_UNILEVER_110124_2222',144),76095.0
('UNICORN_UNILEVER_110124_2222',156),111544.0
('UNICORN_UNILEVER_110124_2222',2379),27306.0
('UNICORN_UNILEVER_110124_2222',2671),50539.0
('UNICORN_UNILEVER_110124_2222',2720),25116.0
('UNICORN_UNILEVER_110124_2222',3004),25434.0
('UNICORN_UNILEVER_110124_2223',144),3267.0
('UNICORN_UNILEVER_110124_2223',156),3283.0
('UNICORN_UNILEVER_110124_2223',2379),10518.0
('UNICORN_UNILEVER_110124_2223',2671),2463.0
('UNICORN_UNILEVER_110124_2223',2720),5980.0
('UNICORN_UNILEVER_110124_2223',3004),7738.0
('UNICORN_UNILEVER_110124_2224',144),86071.0
('UNICORN_UNILEVER_110124_2224',156),128304.0
('UNICORN_UNILEVER_110124_2224',2671),20011.0
('UNICORN_UNILEVER_110124_2225',144),628.0
('UNICORN_UNILEVER_110124_2225',156),505.0
('UNICORN_UNILEVER_110124_2225',3004),112.0
('UNICORN_UNILEVER_110923_1244',2671),4.0
('UNICORN_UNILEVER_111023_1244',144),1.0
('UNICORN_UNILEVER_111023_1244',2720),1e-05
('UNICORN_UNILEVER_111223_6743',144),54.0
('UNICORN_UNILEVER_111223_6743',156),126.0
('UNICORN_UNILEVER_111223_6743',2379),24.0
('UNICORN_UNILEVER_111223_8253',2720),486.0
('UNICORN_UNILEVER_111223_8257',3004),45360.0
('UNICORN_UNILEVER_120224_0020',144),16.0
('UNICORN_UNILEVER_120224_0020',156),99.0
('UNICORN_UNILEVER_120224_0020',3004),16.0
('UNICORN_UNILEVER_120224_0021',144),1160766.0
('UNICORN_UNILEVER_120224_0021',156),936316.0
('UNICORN_UNILEVER_120224_0021',2379),313986.0
('UNICORN_UNILEVER_120224_0021',2671),1073118.0
('UNICORN_UNILEVER_120224_0021',2720),974950.0
('UNICORN_UNILEVER_120224_0021',3004),151195.0
('UNICORN_UNILEVER_120224_0022',3004),2.0
('UNICORN_UNILEVER_120224_1578',156),75.0
('UNICORN_UNILEVER_120224_1578',2379),421.0
('UNICORN_UNILEVER_120224_1579',144),4.0
('UNICORN_UNILEVER_120224_1579',2379),7.0
('UNICORN_UNILEVER_120224_1579',2671),9.0
('UNICORN_UNILEVER_120224_1579',2720),9.0
('UNICORN_UNILEVER_120224_1580',156),216.0
('UNICORN_UNILEVER_120224_1580',2671),6.0
('UNICORN_UNILEVER_120224_1581',2379),1107.0
('UNICORN_UNILEVER_120224_1581',2671),1455.0
('UNICORN_UNILEVER_120224_1581',2720),400.0
('UNICORN_UNILEVER_120224_1582',3004),538.0
('UNICORN_UNILEVER_120224_6260',144),20094.0
('UNICORN_UNILEVER_120224_6260',156),2134.0
('UNICORN_UNILEVER_120224_6260',2379),4132.0
('UNICORN_UNILEVER_120224_6260',2671),5040.0
('UNICORN_UNILEVER_120224_6260',2720),15501.0
('UNICORN_UNILEVER_120224_6261',144),33.0
('UNICORN_UNILEVER_120224_6262',144),51.0
('UNICORN_UNILEVER_120224_6263',144),159.0
('UNICORN_UNILEVER_120224_6263',2379),265.0
('UNICORN_UNILEVER_120224_6263',2671),36.0
('UNICORN_UNILEVER_120224_6265',144),880.0
('UNICORN_UNILEVER_120224_6265',156),1687.0
('UNICORN_UNILEVER_120224_6265',2671),285.0
('UNICORN_UNILEVER_120224_6265',2720),265.0
('UNICORN_UNILEVER_120224_6265',3004),121.0
('UNICORN_UNILEVER_120823_0001',156),11248.0
('UNICORN_UNILEVER_120823_0001',2720),3432.0
('UNICORN_UNILEVER_120823_0003',2671),1344.0
('UNICORN_UNILEVER_120823_0003',2720),4.0
('UNICORN_UNILEVER_120823_0021',144),12.0
('UNICORN_UNILEVER_120923_3356',2720),1.0
('UNICORN_UNILEVER_120923_3357',144),13.0
('UNICORN_UNILEVER_120923_3357',2379),31.0
('UNICORN_UNILEVER_120923_3357',2671),16.0
('UNICORN_UNILEVER_120923_3357',2720),9.0
('UNICORN_UNILEVER_120923_3359',144),79.0
('UNICORN_UNILEVER_120923_3359',2379),45.0
('UNICORN_UNILEVER_120923_3359',2671),4.0
('UNICORN_UNILEVER_120923_3360',144),78.0
('UNICORN_UNILEVER_120923_3360',2379),153.0
('UNICORN_UNILEVER_120923_3360',2671),96.0
('UNICORN_UNILEVER_120923_3361',144),3.0
('UNICORN_UNILEVER_120923_3363',2720),1.0
('UNICORN_UNILEVER_121023_1239',144),12.0
('UNICORN_UNILEVER_121123_1000',2671),324.0
('UNICORN_UNILEVER_121123_1000',2720),6.0
('UNICORN_UNILEVER_121223_3855',2671),4320.0
('UNICORN_UNILEVER_121223_6402',144),66.0
('UNICORN_UNILEVER_121223_6402',2379),159.0
('UNICORN_UNILEVER_121223_6403',144),96.0
('UNICORN_UNILEVER_121223_6403',2379),49.0
('UNICORN_UNILEVER_121223_6404',144),1.0
('UNICORN_UNILEVER_121223_6404',2671),34.0
('UNICORN_UNILEVER_121223_6405',2671),36.0
('UNICORN_UNILEVER_121223_6419',2671),106.0
('UNICORN_UNILEVER_121223_6420',144),51.0
('UNICORN_UNILEVER_121223_7151',144),124.0
('UNICORN_UNILEVER_130124_0005',144),84.0
('UNICORN_UNILEVER_130124_0005',156),171.0
('UNICORN_UNILEVER_130124_0005',2671),19.0
('UNICORN_UNILEVER_130124_0005',3004),25.0
('UNICORN_UNILEVER_130124_0006',144),31.0
('UNICORN_UNILEVER_130124_0006',156),25.0
('UNICORN_UNILEVER_130124_0006',2379),4.0
('UNICORN_UNILEVER_130124_0006',2671),12.0
('UNICORN_UNILEVER_130124_0007',144),61.0
('UNICORN_UNILEVER_130124_0007',156),94.0
('UNICORN_UNILEVER_130124_0007',2379),12.0
('UNICORN_UNILEVER_130124_0007',2671),10.0
('UNICORN_UNILEVER_130124_0007',3004),22.0
('UNICORN_UNILEVER_130124_0008',144),15.0
('UNICORN_UNILEVER_130124_0008',156),25.0
('UNICORN_UNILEVER_130124_0008',2671),2.0
('UNICORN_UNILEVER_130124_0008',2720),6.0
('UNICORN_UNILEVER_130124_0008',3004),7.0
('UNICORN_UNILEVER_130124_0009',144),30.0
('UNICORN_UNILEVER_130124_0009',156),228.0
('UNICORN_UNILEVER_130124_0009',3004),3.0
('UNICORN_UNILEVER_130124_0010',144),72.0
('UNICORN_UNILEVER_130124_0010',156),23244.0
('UNICORN_UNILEVER_130124_0010',2720),1330.0
('UNICORN_UNILEVER_130124_0011',144),454.0
('UNICORN_UNILEVER_130124_0011',156),46416.0
('UNICORN_UNILEVER_130124_0011',2379),810.0
('UNICORN_UNILEVER_130124_0011',2671),27.0
('UNICORN_UNILEVER_130124_0011',2720),18.0
('UNICORN_UNILEVER_130124_0012',2671),15.0
('UNICORN_UNILEVER_130124_0013',144),10.0
('UNICORN_UNILEVER_130124_0013',2379),3.0
('UNICORN_UNILEVER_130124_0014',144),100.0
('UNICORN_UNILEVER_130124_0014',156),298.0
('UNICORN_UNILEVER_130124_0014',2379),13.0
('UNICORN_UNILEVER_130124_0014',2720),63.0
('UNICORN_UNILEVER_130124_0015',144),1147.0
('UNICORN_UNILEVER_130124_0015',156),1368.0
('UNICORN_UNILEVER_130124_0015',2379),25.0
('UNICORN_UNILEVER_130124_0015',2671),438.0
('UNICORN_UNILEVER_130124_0015',3004),228.0
('UNICORN_UNILEVER_130124_0016',144),108.0
('UNICORN_UNILEVER_130124_0016',156),159.0
('UNICORN_UNILEVER_130124_0016',3004),7.0
('UNICORN_UNILEVER_130124_0017',144),291.0
('UNICORN_UNILEVER_130124_0017',156),207.0
('UNICORN_UNILEVER_130124_0017',2671),100.0
('UNICORN_UNILEVER_130124_0017',2720),10.0
('UNICORN_UNILEVER_130124_0017',3004),73.0
('UNICORN_UNILEVER_130124_0018',144),43.0
('UNICORN_UNILEVER_130124_0018',156),231.0
('UNICORN_UNILEVER_130124_0018',2671),39.0
('UNICORN_UNILEVER_130124_0018',3004),3.0
('UNICORN_UNILEVER_130124_5269',144),6439.0
('UNICORN_UNILEVER_130124_5269',156),35308.0
('UNICORN_UNILEVER_130124_5270',144),919.0
('UNICORN_UNILEVER_130124_5270',156),645.0
('UNICORN_UNILEVER_130124_5270',2671),468.0
('UNICORN_UNILEVER_130124_5270',3004),87.0
('UNICORN_UNILEVER_130124_5271',144),445.0
('UNICORN_UNILEVER_130124_5271',156),459.0
('UNICORN_UNILEVER_130124_5271',2671),100.0
('UNICORN_UNILEVER_130124_5271',3004),42.0
('UNICORN_UNILEVER_130224_3946',156),3682.0
('UNICORN_UNILEVER_130224_3946',2671),144.0
('UNICORN_UNILEVER_130224_3946',2720),64.0
('UNICORN_UNILEVER_130224_3946',3004),753.0
('UNICORN_UNILEVER_130224_3947',156),144.0
('UNICORN_UNILEVER_130224_3947',2671),18.0
('UNICORN_UNILEVER_130723_1235',144),19.0
('UNICORN_UNILEVER_130723_1237',144),37.0
('UNICORN_UNILEVER_130723_1237',2379),15.0
('UNICORN_UNILEVER_130723_1237',2671),2.0
('UNICORN_UNILEVER_130723_1237',2720),4.0
('UNICORN_UNILEVER_130723_1238',144),21.0
('UNICORN_UNILEVER_130723_1240',144),756.0
('UNICORN_UNILEVER_130723_1240',2379),777.0
('UNICORN_UNILEVER_130723_1240',2671),1215.0
('UNICORN_UNILEVER_130723_1241',144),36.0
('UNICORN_UNILEVER_130723_1241',2379),73.0
('UNICORN_UNILEVER_130723_1241',2671),39.0
('UNICORN_UNILEVER_130723_1241',2720),63.0
('UNICORN_UNILEVER_130723_1242',144),6364.0
('UNICORN_UNILEVER_130723_1242',2379),1432.0
('UNICORN_UNILEVER_130723_1243',144),1.0
('UNICORN_UNILEVER_130723_1243',156),24.0
('UNICORN_UNILEVER_130723_1243',2379),336.0
('UNICORN_UNILEVER_130723_1244',144),7.0
('UNICORN_UNILEVER_130723_1244',2379),94.0
('UNICORN_UNILEVER_130723_1244',2671),190.0
('UNICORN_UNILEVER_130723_1244',2720),36.0
('UNICORN_UNILEVER_130723_1245',144),465.0
('UNICORN_UNILEVER_130723_1245',2379),53.0
('UNICORN_UNILEVER_130723_1246',144),58.0
('UNICORN_UNILEVER_130723_1246',2379),3.0
('UNICORN_UNILEVER_130723_1247',144),33.0
('UNICORN_UNILEVER_130723_1247',2379),78.0
('UNICORN_UNILEVER_130723_1247',2671),99.0
('UNICORN_UNILEVER_130723_1247',2720),75.0
('UNICORN_UNILEVER_130723_1248',144),7.0
('UNICORN_UNILEVER_130723_1248',2720),3.0
('UNICORN_UNILEVER_130723_1249',144),36.0
('UNICORN_UNILEVER_130723_1249',2379),148.0
('UNICORN_UNILEVER_130723_1249',2671),12.0
('UNICORN_UNILEVER_130723_1251',2379),78.0
('UNICORN_UNILEVER_130723_1254',144),1.0
('UNICORN_UNILEVER_130723_1254',2379),5.0
('UNICORN_UNILEVER_130723_1254',2671),4.0
('UNICORN_UNILEVER_130723_1254',2720),5.0
('UNICORN_UNILEVER_130723_1258',144),7.0
('UNICORN_UNILEVER_130723_1258',156),2176.0
('UNICORN_UNILEVER_130723_1258',2379),1.0
('UNICORN_UNILEVER_130723_1258',2671),7.0
('UNICORN_UNILEVER_130723_1258',2720),1.0
('UNICORN_UNILEVER_130723_1265',144),46.0
('UNICORN_UNILEVER_130723_1265',2379),9.0
('UNICORN_UNILEVER_130723_1265',2720),1.0
('UNICORN_UNILEVER_130723_1268',144),328.0
('UNICORN_UNILEVER_130723_1268',2379),21.0
('UNICORN_UNILEVER_130723_1275',144),1.0
('UNICORN_UNILEVER_130723_1280',144),558.0
('UNICORN_UNILEVER_130723_1281',144),3.0
('UNICORN_UNILEVER_130723_1281',2379),11.0
('UNICORN_UNILEVER_130723_1287',144),2.0
('UNICORN_UNILEVER_130723_1290',144),540.0
('UNICORN_UNILEVER_130723_1293',144),6.0
('UNICORN_UNILEVER_130723_1293',156),1032.0
('UNICORN_UNILEVER_130723_1293',2379),6.0
('UNICORN_UNILEVER_130723_1298',144),1.0
('UNICORN_UNILEVER_130723_1299',144),6.0
('UNICORN_UNILEVER_130723_1301',144),39.0
('UNICORN_UNILEVER_130723_1302',2720),198.0
('UNICORN_UNILEVER_130723_1304',144),48.0
('UNICORN_UNILEVER_130723_1306',144),1.0
('UNICORN_UNILEVER_130723_1308',144),3.0
('UNICORN_UNILEVER_130723_1310',144),1.0
('UNICORN_UNILEVER_130723_1311',2379),33.0
('UNICORN_UNILEVER_130723_1315',144),4626.0
('UNICORN_UNILEVER_130723_1315',2379),1140.0
('UNICORN_UNILEVER_130723_1315',2671),216.0
('UNICORN_UNILEVER_130723_1315',2720),6.0
('UNICORN_UNILEVER_130723_1316',144),1.0
('UNICORN_UNILEVER_130723_1316',2379),6.0
('UNICORN_UNILEVER_130723_1325',144),4.0
('UNICORN_UNILEVER_130723_1326',2379),1.0
('UNICORN_UNILEVER_130723_1336',144),108.0
('UNICORN_UNILEVER_130723_1336',2671),321.0
('UNICORN_UNILEVER_130723_1336',2720),293.0
('UNICORN_UNILEVER_130723_1342',2379),1782.0
('UNICORN_UNILEVER_130723_1342',2671),432.0
('UNICORN_UNILEVER_130723_1343',2671),36.0
('UNICORN_UNILEVER_130723_1345',144),4.0
('UNICORN_UNILEVER_130723_1347',2671),1.0
('UNICORN_UNILEVER_130723_1348',2379),16.0
('UNICORN_UNILEVER_130723_1351',144),4.0
('UNICORN_UNILEVER_130723_1351',2379),1e-05
('UNICORN_UNILEVER_130723_1351',2671),3.0
('UNICORN_UNILEVER_130723_1351',2720),1.0
('UNICORN_UNILEVER_130723_1354',144),1.0
('UNICORN_UNILEVER_130723_1356',2379),2.0
('UNICORN_UNILEVER_130723_1361',144),1.0
('UNICORN_UNILEVER_130723_1363',144),189.0
('UNICORN_UNILEVER_130723_1365',144),102.0
('UNICORN_UNILEVER_130723_1365',2379),6.0
('UNICORN_UNILEVER_130723_1365',2720),45.0
('UNICORN_UNILEVER_130723_1374',144),3.0
('UNICORN_UNILEVER_130723_1375',144),4.0
('UNICORN_UNILEVER_130723_1378',144),4.0
('UNICORN_UNILEVER_130723_1384',144),252.0
('UNICORN_UNILEVER_130723_1384',2720),3.0
('UNICORN_UNILEVER_130723_1385',144),13.0
('UNICORN_UNILEVER_130723_1385',2671),432.0
('UNICORN_UNILEVER_130723_1385',2720),1.0
('UNICORN_UNILEVER_130723_1386',144),10.0
('UNICORN_UNILEVER_130723_1388',2671),9.0
('UNICORN_UNILEVER_130723_1394',144),3.0
('UNICORN_UNILEVER_130723_1394',2671),4.0
('UNICORN_UNILEVER_130723_1394',2720),15.0
('UNICORN_UNILEVER_130723_1395',144),4.0
('UNICORN_UNILEVER_130723_1395',2379),45.0
('UNICORN_UNILEVER_130723_1397',144),6.0
('UNICORN_UNILEVER_130723_1397',2379),1e-05
('UNICORN_UNILEVER_130723_1398',144),72.0
('UNICORN_UNILEVER_130723_1398',2671),16.0
('UNICORN_UNILEVER_130723_1399',2720),4.0
('UNICORN_UNILEVER_130723_1400',144),1e-05
('UNICORN_UNILEVER_130723_1401',144),8.0
('UNICORN_UNILEVER_130723_1401',2671),2.0
('UNICORN_UNILEVER_130723_1401',2720),3.0
('UNICORN_UNILEVER_130723_1402',144),5.0
('UNICORN_UNILEVER_130723_1402',2379),3.0
('UNICORN_UNILEVER_130723_1408',144),3.0
('UNICORN_UNILEVER_130723_1408',2379),1e-05
('UNICORN_UNILEVER_130723_1408',2671),2.0
('UNICORN_UNILEVER_130723_1412',2671),414.0
('UNICORN_UNILEVER_130723_1415',144),5.0
('UNICORN_UNILEVER_130723_1418',144),123.0
('UNICORN_UNILEVER_130723_1418',2720),49.0
('UNICORN_UNILEVER_130723_1431',144),2.0
('UNICORN_UNILEVER_130723_1432',144),1e-05
('UNICORN_UNILEVER_130723_1434',144),10.0
('UNICORN_UNILEVER_130723_1437',144),1.0
('UNICORN_UNILEVER_130723_1437',2379),3.0
('UNICORN_UNILEVER_130723_1438',144),2.0
('UNICORN_UNILEVER_130723_1440',144),1.0
('UNICORN_UNILEVER_130723_1441',144),1.0
('UNICORN_UNILEVER_130723_1441',2379),4.0
('UNICORN_UNILEVER_130723_1442',144),2.0
('UNICORN_UNILEVER_130723_1442',2379),1e-05
('UNICORN_UNILEVER_130723_1442',2671),1.0
('UNICORN_UNILEVER_130723_1442',2720),1.0
('UNICORN_UNILEVER_130723_1444',144),3.0
('UNICORN_UNILEVER_130723_1446',144),1.0
('UNICORN_UNILEVER_130723_1446',2379),3.0
('UNICORN_UNILEVER_130723_1448',2379),3.0
('UNICORN_UNILEVER_130723_1448',2720),84.0
('UNICORN_UNILEVER_130723_1449',144),24.0
('UNICORN_UNILEVER_130723_1454',144),5.0
('UNICORN_UNILEVER_130723_1454',2379),2.0
('UNICORN_UNILEVER_130723_1455',144),1e-05
('UNICORN_UNILEVER_130723_1455',2379),1.0
('UNICORN_UNILEVER_130723_1455',2671),18.0
('UNICORN_UNILEVER_130723_1460',144),663.0
('UNICORN_UNILEVER_130723_1460',2720),442.0
('UNICORN_UNILEVER_130723_1461',144),3.0
('UNICORN_UNILEVER_130723_1462',144),64.0
('UNICORN_UNILEVER_130723_1462',156),70.0
('UNICORN_UNILEVER_130723_1462',2379),18.0
('UNICORN_UNILEVER_130723_1462',2671),33.0
('UNICORN_UNILEVER_130723_1465',144),1.0
('UNICORN_UNILEVER_130723_1466',144),727.0
('UNICORN_UNILEVER_130723_1466',156),1365.0
('UNICORN_UNILEVER_130723_1466',2720),576.0
('UNICORN_UNILEVER_130723_1467',2671),3.0
('UNICORN_UNILEVER_130723_1467',2720),1.0
('UNICORN_UNILEVER_130723_1468',144),1.0
('UNICORN_UNILEVER_130723_1468',2379),1.0
('UNICORN_UNILEVER_130723_1468',2671),3.0
('UNICORN_UNILEVER_130723_1469',144),1e-05
('UNICORN_UNILEVER_130723_1469',2379),2.0
('UNICORN_UNILEVER_130723_1472',144),4.0
('UNICORN_UNILEVER_130723_1474',144),1.0
('UNICORN_UNILEVER_130723_1474',2379),3.0
('UNICORN_UNILEVER_130723_1475',156),103.0
('UNICORN_UNILEVER_130723_1475',2379),2500.0
('UNICORN_UNILEVER_130723_1475',2671),13.0
('UNICORN_UNILEVER_130723_1475',2720),148.0
('UNICORN_UNILEVER_130723_1481',144),1.0
('UNICORN_UNILEVER_130723_1492',144),22.0
('UNICORN_UNILEVER_130723_1492',2379),4.0
('UNICORN_UNILEVER_130723_1495',144),39.0
('UNICORN_UNILEVER_130723_1495',2671),271.0
('UNICORN_UNILEVER_130723_1495',2720),108.0
('UNICORN_UNILEVER_130723_1504',144),22.0
