warehouse_id,sku,lp,sp,profit_per_quantity,no_of_units,total_profit_per_sku,min_units,max_units
2379,UNICORN-UNILEVER-130723-1809,62.32,65.6667,3.3467,17,56.8939,8,25
2379,UNICORN-UNILEVER-011123-7710,62.32,65.666,3.346,34,113.764,17,51
2379,UNICORN-UNILEVER-141123-1008,45.85,50.41667,4.56667,235,1073.16745,117,352
2379,UNICORN-UNILEVER-141123-1009,45.85,50.41667,4.56667,3235,14773.17745,1617,4852
2379,UNICORN-UNILEVER-060124-0007,59.79,63.2225,3.4325,2449,8406.1925,1224,3673
2379,UNICORN-UNILEVER-100124-1224,59.79,63.2225,3.4325,4353,14941.6725,2176,6529
2379,UNICORN-UNILEVER-080124-6392,47.68,50.41713,2.73713,5085,13918.30605,2542,7627
2379,UNICORN-UNILEVER-0601-2034,12.55,13.274306,0.724306,2342,1696.324652,1171,3513
2379,UNICORN-UNILEVER-0601-2039,39.09,41.333704,2.243704,640,1435.97056,320,960
2379,UNICORN-UNILEVER-0601-2038,39.09,41.333704,2.243704,302,677.598608,151,453
2379,UNICORN-UNILEVER-130723-1315,40.69,43.75,3.06,760,2325.6,380,1140
2379,UNICORN-UNILEVER-110124-2223,41.51,43.8904,2.3804,7012,16691.3648,3506,10518
2379,UNICORN-UNILEVER-260823-0003,74.65,78.6583,4.0083,235,941.9505,117,352
2379,UNICORN-UNILEVER-150124-3865,132.83,140.461667,7.631667,435,3319.775145,217,652
2379,UNICORN-UNILEVER-080124-6391,24.82,26.249028,1.429028,8826,12612.60113,4413,13239
2379,UNICORN-UNILEVER-130723-1311,106.76,112.5,5.74,22,126.28,11,33
2379,UNICORN-UNILEVER-0601-2031,103.55,109.505,5.955,205,1220.775,102,307
2379,UNICORN-UNILEVER-130723-1669,127.64,134.5,6.86,156,1070.16,78,234
2379,UNICORN-UNILEVER-080124-0016,85.82,90.751,4.931,1071,5281.101,535,1606
2379,UNICORN-UNILEVER-080124-6390,288.43,305.002083,16.572083,76,1259.478308,38,114
2379,UNICORN-UNILEVER-060124-9448,95.67,101.165417,5.495417,1,5.495417,0,1
2379,UNICORN-UNILEVER-0601-2024,34.54,36.666944,2.126944,2028,4313.442432,1014,3042
2379,UNICORN-UNILEVER-0601-2023,78.99,83.848167,4.858167,2811,13656.30744,1405,4216
2379,UNICORN-UNILEVER-0601-2022,151.58,167.420667,15.840667,27,427.698009,13,40
2379,UNICORN-UNILEVER-110124-2222,2.52,2.6666,0.1466,18204,2668.7064,9102,27306
2379,UNICORN-UNILEVER-0601-2016,2.44,2.57998,0.13998,30870,4321.1826,15435,46305
2379,UNICORN-UNILEVER-0601-2019,1.65,1.749931,0.099931,34716,3469.204596,17358,52074
2379,UNICORN-UNILEVER-060124-8894,66.66,70.490833,3.830833,216,827.459928,108,324
2379,UNICORN-UNILEVER-0601-2020,149.55,158.144583,8.594583,354,3042.482382,177,531
2379,UNICORN-UNILEVER-0601-2018,149.55,158.144583,8.594583,127,1091.512041,63,190
2379,UNICORN-UNILEVER-0601-2017,1.65,1.749931,0.099931,2089,208.755859,1044,3133
2379,UNICORN-UNILEVER-0601-2015,4.24,4.499641,0.259641,34963,9077.828283,17481,52444
2379,UNICORN-UNILEVER-0601-2009,117.12,123.85,6.73,4,26.92,2,6
2379,UNICORN-UNILEVER-0601-2008,8.51,9.000104,0.490104,3088,1513.441152,1544,4632
2379,UNICORN-UNILEVER-150124-9328,34,35.9519,1.9519,267,521.1573,133,400
2379,UNICORN-UNILEVER-0601-2007,12.77,13.500111,0.730111,649,473.842039,324,973
2379,UNICORN-UNILEVER-0601-2002,63.37,67.2645,3.8945,686,2671.627,343,1029
2379,UNICORN-UNILEVER-0601-2005,26.03,27.522959,1.492959,1632,2436.509088,816,2448
2379,UNICORN-UNILEVER-091123-4406,118.33,127.193,8.863,117,1036.971,58,175
2379,UNICORN-UNILEVER-060124-0015,25.96,27.55073,1.59073,903,1436.42919,451,1354
2379,UNICORN-UNILEVER-091023-1021,21.04,22.935,1.895,271,513.545,135,406
144,UNICORN-UNILEVER-0601-2002,63.369667,67.2645,3.894833,11431,44521.83602,5715,17146
144,UNICORN-UNILEVER-130124-0011,78.993,83.848167,4.855167,303,1471.115601,151,454
144,UNICORN-UNILEVER-0601-2015,4.239097,4.499641,0.260544,10689,2784.954816,5344,16033
144,UNICORN-UNILEVER-0601-2014,8.478185,8.999286,0.521101,20744,10809.71914,10372,31116
144,UNICORN-UNILEVER-0601-2016,2.439762,2.57998,0.140218,267934,37569.16961,133967,401901
144,UNICORN-UNILEVER-150124-9329,1.6548,1.7499,0.09515454545,308215,29328.05823,154107,462322
144,UNICORN-UNILEVER-281123-1003,41.9935,44.25,2.2565,216,487.404,108,324
144,UNICORN-UNILEVER-080124-6389,165.4933,175.00375,-3.824133333,463,-1770.573733,231,694
144,UNICORN-UNILEVER-0601-2034,12.552917,13.274306,0.721389,780,562.68342,390,1170
144,UNICORN-UNILEVER-080124-1887,226.96,240,13.04,49,638.96,24,73
144,UNICORN-UNILEVER-0601-2005,26.03,27.522959,1.492959,20045,29926.36315,10022,30067
144,UNICORN-UNILEVER-080124-0016,85.82,90.751,4.931,1710,8432.01,855,2565
144,UNICORN-UNILEVER-0601-2029,142.2,150.376042,8.176042,342,2796.206364,171,513
144,UNICORN-UNILEVER-0601-2047,43.43,45.926389,2.496389,9634,24050.21163,4817,14451
144,UNICORN-UNILEVER-0601-2046,43.43,45.926389,2.496389,10557,26354.37867,5278,15835
144,UNICORN-UNILEVER-0601-2049,43.43,45.926389,2.496389,6498,16221.53572,3249,9747
144,UNICORN-UNILEVER-141123-1008,45.85,50.41667,4.56667,2993,13668.04331,1496,4489
144,UNICORN-UNILEVER-0601-2036,47.68,50.41713,2.73713,294,804.71622,147,441
144,UNICORN-UNILEVER-080124-6392,47.68,50.41713,2.73713,8983,24587.63879,4491,13474
144,UNICORN-UNILEVER-140124-1992,131.28,138.828611,7.548611,4098,30934.20788,2049,6147
144,UNICORN-UNILEVER-130723-1669,127.6414,103.472,0.2198380952,252,55.3992,126,378
144,UNICORN-UNILEVER-0601-2042,8.44,8.928542,0.488542,2670,1304.40714,1335,4005
144,UNICORN-UNILEVER-0601-2043,52.08,55.07625,2.99625,2783,8338.56375,1391,4174
144,UNICORN-UNILEVER-141123-1009,45.85,50.41667,4.56667,1311,5986.90437,655,1966
144,UNICORN-UNILEVER-130723-1731,13.0596,13.76,0.7005625,363,254.3041875,181,544
144,UNICORN-UNILEVER-080124-1889,331.93,351,19.07,66,1258.62,33,99
144,UNICORN-UNILEVER-180124-3882,76.16,80.535833,4.375833,1109,4852.798797,554,1663
144,UNICORN-UNILEVER-050723-9922,35.79,37.715,1.925,2233,4298.525,1116,3349
144,UNICORN-UNILEVER-130124-0015,371.19,392.523333,21.333333,765,16319.99974,382,1147
144,UNICORN-UNILEVER-130723-1385,33.2226,36.6667,3.442425,9,30.981825,4,13
144,UNICORN-UNILEVER-150124-3330,583.15,616.6666,33.5166,26,871.4316,13,39
144,UNICORN-UNILEVER-080124-6406,91.22,96.457361,5.237361,2828,14811.25691,1414,4242
144,UNICORN-UNILEVER-0601-2013,114.58,121.621667,7.041667,1396,9830.167132,698,2094
144,UNICORN-UNILEVER-0601-2061,121.46,128.435625,6.975625,55,383.659375,27,82
144,UNICORN-UNILEVER-050723-9923,35.79,37.715,1.925,687,1322.475,343,1030
144,UNICORN-UNILEVER-011123-7710,62.32,65.666,3.346,945,3161.97,472,1417
144,UNICORN-UNILEVER-130723-1418,87.63,92.3333,3.639461538,82,298.4358462,41,123
144,UNICORN-UNILEVER-080124-6390,288.43,305.002083,16.572083,672,11136.43978,336,1008
144,UNICORN-UNILEVER-060124-0005,8.44,8.92854,0.48854,2013,983.43102,1006,3019
144,UNICORN-UNILEVER-140124-1993,12.55,13.274306,0.724306,10974,7948.534044,5487,16461
144,UNICORN-UNILEVER-060124-0007,59.79,63.2225,3.4325,4414,15151.055,2207,6621
144,UNICORN-UNILEVER-130723-1293,38.4349,40.5,2.0651,4,8.2604,2,6
144,UNICORN-UNILEVER-130723-1254,40.9422,36.35,-3.818866667,3,-11.4566,1,4
144,UNICORN-UNILEVER-130723-1573,41.8354,41.88,0.04433333333,20,0.8866666667,10,30
144,UNICORN-UNILEVER-130723-1752,142.7083,142,3.48005,2,6.9601,1,3
144,UNICORN-UNILEVER-130723-1275,123.0863,72,-51.0863,2,-102.1726,1,3
144,UNICORN-UNILEVER-130723-1402,40.9356,37,-2.5756,10,-25.756,5,15
144,UNICORN-UNILEVER-130723-1395,62.1599,57.5,-4.6599,9,-41.9391,4,13
144,UNICORN-UNILEVER-031223-0202,162.47,171.20375,8.73375,77,672.49875,38,115
144,UNICORN-UNILEVER-0601-2020,149.55,158.144583,8.594583,370,3179.99571,185,555
144,UNICORN-UNILEVER-150124-3865,132.83,140.461667,7.631667,2330,17781.78411,1165,3495
144,UNICORN-UNILEVER-091223-0031,62.32,65.66667,3.34667,257,860.09419,128,385
144,UNICORN-UNILEVER-080124-6407,1.65,1.749931,0.099931,1008,100.730448,504,1512
144,UNICORN-UNILEVER-080124-6391,24.82,26.249028,1.429028,3748,5355.996944,1874,5622
144,UNICORN-UNILEVER-250124-4427,87.31,92.3321,5.0221,258,1295.7018,129,387
144,UNICORN-UNILEVER-080124-0013,98.11,103.7433,4.552475,6,27.31485,3,9
144,UNICORN-UNILEVER-130124-5270,406.54,429.9066,23.3666,613,14323.7258,306,919
144,UNICORN-UNILEVER-080124-0009,3.24,3.429,0.189,4045,764.505,2022,6067
144,UNICORN-UNILEVER-080124-6403,4.04,4.270958,0.230958,30359,7011.653922,15179,45538
144,UNICORN-UNILEVER-170124-7267,78.49,82.998472,4.508472,8737,39390.51986,4368,13105
144,UNICORN-UNILEVER-0601-2006,34,35.951944,1.951944,3207,6259.884408,1603,4810
144,UNICORN-UNILEVER-130723-1315,40.69,43.75,3.06,3084,9437.04,1542,4626
144,UNICORN-UNILEVER-091223-0034,203.4275,213.5,10.0725,2,20.145,1,3
144,UNICORN-UNILEVER-130723-1683,329.7796,321.5,-8.2796,5,-41.398,2,7
144,UNICORN-UNILEVER-130723-1675,196.9188,181.67,-25.9163,11,-285.0793,5,16
144,UNICORN-UNILEVER-130723-1449,365.3675,359.5,3.695,16,59.12,8,24
144,UNICORN-UNILEVER-300723-0004,381.5004,359.5,-15.6254,12,-187.5048,6,18
144,UNICORN-UNILEVER-130723-1408,203.0875,188.5,-40.025,6,-240.15,3,9
144,UNICORN-UNILEVER-130723-1354,203.0875,86,-117.0875,2,-234.175,1,3
144,UNICORN-UNILEVER-130723-1690,381.5004,359.5,-26.6279,6,-159.7674,3,9
144,UNICORN-UNILEVER-130723-1585,190.5129,94.5,-8.651788889,11,-95.16967778,5,16
144,UNICORN-UNILEVER-130723-1707,381.5004,385,-1.6004,13,-20.8052,6,19
144,UNICORN-UNILEVER-130723-1446,138.634,146.08,-5.594,3,-16.782,1,4
144,UNICORN-UNILEVER-130723-1440,78.7675,59.81,-20.7475,2,-41.495,1,3
144,UNICORN-UNILEVER-180923-1225,140.5858,134.25,-6.3358,31,-196.4098,15,46
144,UNICORN-UNILEVER-130723-1249,86.986,83.33,-1.384181818,73,-101.0452727,36,109
144,UNICORN-UNILEVER-130723-1245,30.7573,27.78,0.2637,310,81.747,155,465
144,UNICORN-UNILEVER-130723-1633,8.7878,9.26,0.4722,784,370.2048,392,1176
144,UNICORN-UNILEVER-130723-1238,368.0721,387.85,19.7779,14,276.8906,7,21
144,UNICORN-UNILEVER-130723-1241,407.9871,429.91,21.9229,24,526.1496,12,36
144,UNICORN-UNILEVER-130723-1695,487.8083,514.02,26.2117,32,838.7744,16,48
144,UNICORN-UNILEVER-130723-1246,518.85,546.73,27.88,39,1087.32,19,58
144,UNICORN-UNILEVER-130723-1240,13.0596,9.17,0.4122875,504,207.7929,252,756
144,UNICORN-UNILEVER-130723-1237,691.7975,728.97,37.1725,25,929.3125,12,37
144,UNICORN-UNILEVER-110124-0022,406.54,429.91,23.37,384,8974.08,192,576
144,UNICORN-UNILEVER-091123-4406,118.33,127.193,8.863,1033,9155.479,516,1549
144,UNICORN-UNILEVER-0601-2008,8.51,9.000104,0.490104,6959,3410.633736,3479,10438
144,UNICORN-UNILEVER-100124-1224,59.79,63.2225,3.4325,4887,16774.6275,2443,7330
144,UNICORN-UNILEVER-060124-8891,83.85,88.6675,4.8175,492,2370.21,246,738
144,UNICORN-UNILEVER-100224-7249,132.39,139.9963,7.6063,129,981.2127,64,193
144,UNICORN-UNILEVER-240723-0009,154.0173,167.425,13.4077,93,1246.9161,46,139
144,UNICORN-UNILEVER-130723-1384,77.6443,87.08,9.436037864,168,1585.254361,84,252
144,UNICORN-UNILEVER-180124-3879,443.7417,469.24,25.4983,1,25.4983,0,1
144,UNICORN-UNILEVER-130723-1699,333.1013,307.25,-25.3578,9,-228.2202,4,13
144,UNICORN-UNILEVER-130723-1708,345.6754,308.25,-11.59206667,4,-46.36826667,2,6
144,UNICORN-UNILEVER-130723-1681,8.4302,8.9167,0.4865,352,171.248,176,528
144,UNICORN-UNILEVER-111023-1244,114.9867,121.62,6.6333,1,6.6333,0,1
144,UNICORN-UNILEVER-130723-1301,259.0788,205,7.739381818,26,201.2239273,13,39
144,UNICORN-UNILEVER-130723-1280,12.3168,12.67,0.3520666667,372,130.9688,186,558
144,UNICORN-UNILEVER-130723-1653,72.2035,72.28,0.6615615385,68,44.98618462,34,102
144,UNICORN-UNILEVER-130723-1556,45.6315,45.68,0.0483,12,0.5796,6,18
144,UNICORN-UNILEVER-130723-1588,62.9437,68.8067,4.96465,132,655.3338,66,198
144,UNICORN-UNILEVER-280124-2562,380.14,401.984167,21.844167,105,2293.637535,52,157
144,UNICORN-UNILEVER-080124-6404,41.85,44.251667,2.401667,10638,25548.93355,5319,15957
144,UNICORN-UNILEVER-0601-2063,3.24,3.430417,0.190417,35729,6803.408993,17864,53593
144,UNICORN-UNILEVER-261223-9379,66.52,70.34833,3.82833,288,1102.55904,144,432
144,UNICORN-UNILEVER-130124-5271,689.36,728.9716,39.6116,297,11764.6452,148,445
144,UNICORN-UNILEVER-130723-1242,8.79,9.26,0.4528259259,4243,1921.340404,2121,6364
144,UNICORN-UNILEVER-0601-2009,117.12,123.85,6.73,1607,10815.11,803,2410
144,UNICORN-UNILEVER-0601-2064,3.24,3.430823,0.190823,14406,2748.996138,7203,21609
144,UNICORN-UNILEVER-130124-5269,13.01,13.7551,0.7451,4293,3198.7143,2146,6439
144,UNICORN-UNILEVER-150124-2748,86.685,98.9583,4.882085714,196,956.8888,98,294
144,UNICORN-UNILEVER-271123-2700,124.95,131.666667,6.716667,662,4446.433554,331,993
144,UNICORN-UNILEVER-0601-2039,39.09,41.333704,2.243704,1200,2692.4448,600,1800
144,UNICORN-UNILEVER-130124-0017,517.02,546.729167,29.709167,194,5763.578398,97,291
144,UNICORN-UNILEVER-130124-0010,63.37,67.2645,3.8945,48,186.936,24,72
144,UNICORN-UNILEVER-070823-1203,3.16,3.429167,0.269167,35242,9485.983414,17621,52863
144,UNICORN-UNILEVER-010124-7250,124.52,131.67138,7.15138,2386,17063.19268,1193,3579
144,UNICORN-UNILEVER-130723-1716,458.37,483,24.63,14,344.82,7,21
144,UNICORN-UNILEVER-0601-2018,149.55,158.144583,8.594583,317,2724.482811,158,475
144,UNICORN-UNILEVER-080224-1025,157.73,167.420667,9.513374061,2729,25961.99781,1364,4093
144,UNICORN-UNILEVER-060124-8892,126.09,133.333333,7.243333,85,615.683305,42,127
144,UNICORN-UNILEVER-210823-1982,51.33,55.0767,3.7467,693,2596.4631,346,1039
144,UNICORN-UNILEVER-280124-2563,380.14,401.984167,21.844167,56,1223.273352,28,84
144,UNICORN-UNILEVER-110124-2222,2.52,2.6666,0.1466,50730,7437.018,25365,76095
144,UNICORN-UNILEVER-0601-2024,34.54,36.666944,2.126944,5956,12668.07846,2978,8934
144,UNICORN-UNILEVER-0601-2054,118.49,125.302917,6.812917,243,1655.538831,121,364
144,UNICORN-UNILEVER-080124-6401,164.52,173.970625,9.450625,143,1351.439375,71,214
144,UNICORN-UNILEVER-0601-2038,39.09,41.333704,2.243704,1170,2625.13368,585,1755
144,UNICORN-UNILEVER-060124-8894,66.66,70.490833,3.830833,139,532.485787,69,208
144,UNICORN-UNILEVER-100224-7250,255.32,269.9923,14.6723,38,557.5474,19,57
144,UNICORN-UNILEVER-130723-1811,142.43,150.0833,7.6533,55,420.9315,27,82
144,UNICORN-UNILEVER-171223-1221,62.32,65.66667,3.34667,473,1582.97491,236,709
144,UNICORN-UNILEVER-130723-1528,56.83,61.9233,4.713787379,1908,8993.906318,954,2862
144,UNICORN-UNILEVER-130124-0007,328.52,347.403333,18.883333,41,774.216653,20,61
144,UNICORN-UNILEVER-0601-2030,74.38,78.657639,4.277639,459,1963.436301,229,688
144,UNICORN-UNILEVER-080224-1022,52.0832,52.0832,2.864316667,1792,5132.855467,896,2688
144,UNICORN-UNILEVER-0601-2052,80.65,85.280556,4.630556,357,1653.108492,178,535
144,UNICORN-UNILEVER-110124-2225,164.52,173.9706,9.4506,419,3959.8014,209,628
144,UNICORN-UNILEVER-280723-2001,98.45,103.74,5.29,34,179.86,17,51
144,UNICORN-UNILEVER-0601-2057,161.9,171.20375,9.30375,202,1879.3575,101,303
144,UNICORN-UNILEVER-0601-2028,155.98,164.948542,8.968542,244,2188.324248,122,366
144,UNICORN-UNILEVER-0601-2035,55.52,58.706667,3.186667,60,191.20002,30,90
144,UNICORN-UNILEVER-060124-8890,149.34,157.917222,8.577222,255,2187.19161,127,382
144,UNICORN-UNILEVER-220124-6504,132.72,140.3508,7.6308,1176,8973.8208,588,1764
144,UNICORN-UNILEVER-110124-0021,198.85,210.28,11.43,321,3669.03,160,481
144,UNICORN-UNILEVER-180124-3880,443.74,469.243333,25.503333,12,306.039996,6,18
144,UNICORN-UNILEVER-080124-3335,87.31,92.332083,5.022083,278,1396.139074,139,417
144,UNICORN-UNILEVER-110124-2223,41.51,43.8904,2.3804,2178,5184.5112,1089,3267
144,UNICORN-UNILEVER-080124-6398,72.74,76.917083,4.177083,290,1211.35407,145,435
144,UNICORN-UNILEVER-130723-1635,395.14,416.375,-65.5775,3,-196.7325,1,4
144,UNICORN-UNILEVER-060124-0001,380.14,401.98417,21.84417,19,415.03923,9,28
144,UNICORN-UNILEVER-110124-2224,4.24,4.4996,0.2596,57381,14896.1076,28690,86071
144,UNICORN-UNILEVER-0601-2023,78.99,83.848167,4.858167,34052,165430.3027,17026,51078
144,UNICORN-UNILEVER-010124-1783,66.52,70.609,4.089,6285,25699.365,3142,9427
144,UNICORN-UNILEVER-121223-6403,68.17,77.245,9.075,64,580.8,32,96
144,UNICORN-UNILEVER-060124-8909,16.68,17.639792,0.959792,1774,1702.671008,887,2661
144,UNICORN-UNILEVER-280124-0020,344.47,364.267083,19.797083,139,2751.794537,69,208
144,UNICORN-UNILEVER-280124-0021,148.36,156.333333,7.973333,51,406.639983,25,76
144,UNICORN-UNILEVER-080124-3341,105.91,112,6.09,183,1114.47,91,274
144,UNICORN-UNILEVER-0601-2059,3.29,3.479167,0.189167,4284,810.391428,2142,6426
144,UNICORN-UNILEVER-300124-3659,151.58,167.4206,15.78488,5589,88221.69432,2794,8383
144,UNICORN-UNILEVER-060124-9448,95.67,101.165417,5.495417,131,719.899627,65,196
144,UNICORN-UNILEVER-070823-0005,228.64,241.83,13.19,2,26.38,1,3
144,UNICORN-UNILEVER-211023-0026,106.76,112.5,5.74,15,86.1,7,22
144,UNICORN-UNILEVER-130723-1624,42.71,45,2.29,114,261.06,57,171
144,UNICORN-UNILEVER-060124-0015,25.96,27.55073,1.59073,6024,9582.55752,3012,9036
144,UNICORN-UNILEVER-150124-9332,530.27,560.7475,30.4775,41,1249.5775,20,61
144,UNICORN-UNILEVER-060124-8899,380.14,401.98417,21.84417,13,283.97421,6,19
144,UNICORN-UNILEVER-130723-1504,304.87,321.25,9.34875,15,140.23125,7,22
144,UNICORN-UNILEVER-121223-6402,75.36,80.78,5.42,44,238.48,22,66
144,UNICORN-UNILEVER-091223-5933,130.3,137.2996,6.9996,33,230.9868,16,49
144,UNICORN-UNILEVER-070823-0006,1.57,1.75,0.18,3374,607.32,1687,5061
144,UNICORN-UNILEVER-0601-2040,55.52,58.706667,3.186667,69,219.880023,34,103
144,UNICORN-UNILEVER-060124-0003,118.68,125.50389,6.82389,180,1228.3002,90,270
144,UNICORN-UNILEVER-130124-0016,366.77,387.850417,21.080417,72,1517.790024,36,108
144,UNICORN-UNILEVER-130723-1800,81.14,85.5,4.36,12,52.32,6,18
144,UNICORN-UNILEVER-0601-2048,76.39,80.778333,4.388333,157,688.968281,78,235
144,UNICORN-UNILEVER-060124-8897,126.39,133.656333,7.266333,136,988.221288,68,204
144,UNICORN-UNILEVER-080124-0012,217.97,230.4933,12.14567111,115,1396.752178,57,172
144,UNICORN-UNILEVER-141223-0020,130.3,137.29958,6.99958,49,342.97942,24,73
144,UNICORN-UNILEVER-300124-4725,108.75,115.0036,6.0695,2156,13085.842,1078,3234
144,UNICORN-UNILEVER-251123-1009,225.71,238.7386,13.0286,127,1654.6322,63,190
144,UNICORN-UNILEVER-060124-8895,76.39,80.778333,4.388333,195,855.724935,97,292
156,UNICORN-UNILEVER-110124-2224,4.24,4.4996,0.2596,85536,22205.1456,42768,128304
156,UNICORN-UNILEVER-100124-1224,59.79,63.2225,3.4325,6142,21082.415,3071,9213
156,UNICORN-UNILEVER-261223-9379,66.52,70.34833,3.82833,408,1561.95864,204,612
156,UNICORN-UNILEVER-060124-9448,95.67,101.165417,5.495417,239,1313.404663,119,358
156,UNICORN-UNILEVER-080124-3341,105.91,112,6.09,333,2027.97,166,499
156,UNICORN-UNILEVER-270923-1022,49.63,52.291667,2.661667,34,90.496678,17,51
156,UNICORN-UNILEVER-150124-9329,1.65,1.7108,0.09287272727,493459,45828.88313,246729,740188
156,UNICORN-UNILEVER-060124-0015,25.96,27.55073,1.59073,14337,22806.29601,7168,21505
156,UNICORN-UNILEVER-060124-0005,8.44,8.92854,0.48854,3354,1638.56316,1677,5031
156,UNICORN-UNILEVER-080124-6400,127.9,135.249306,7.349306,462,3395.379372,231,693
156,UNICORN-UNILEVER-0601-2039,39.09,41.333704,2.243704,2255,5059.55252,1127,3382
156,UNICORN-UNILEVE-270124-5937,62.1,65.668333,3.568333,371,1323.851543,185,556
156,UNICORN-UNILEVER-100224-2640,212.77,224.994,12.224,2105,25731.52,1052,3157
156,UNICORN-UNILEVER-080124-6392,47.68,50.41713,2.73713,5495,15040.52935,2747,8242
156,UNICORN-UNILEVER-120823-0001,3.17,3.429167,0.259167,7499,1943.493333,3749,11248
156,UNICORN-UNILEVER-0601-2029,142.2,150.376042,8.176042,743,6074.799206,371,1114
156,UNICORN-UNILEVER-180124-3882,76.16,80.535833,4.375833,1307,5719.213731,653,1960
156,UNICORN-UNILEVER-0601-2038,39.09,41.333704,2.243704,1823,4090.272392,911,2734
156,UNICORN-UNILEVER-100224-0004,151.31,160,8.69,3762,32691.78,1881,5643
156,UNICORN-UNILEVER-211023-1226,677.36,726.86,49.5,166,8217,83,249
156,UNICORN-UNILEVER-140124-1993,12.55,13.274306,0.724306,10046,7276.378076,5023,15069
156,UNICORN-UNILEVER-080124-0012,217.97,230.4933,12.5233,144,1803.3552,72,216
156,UNICORN-UNILEVER-080124-1889,331.93,351,19.07,61,1163.27,30,91
156,UNICORN-UNILEVER-130723-1462,173.38,182.7,9.32,47,438.04,23,70
156,UNICORN-UNILEVER-280124-2560,4.06,4.288165,0.228165,164956,37637.18574,82478,247434
156,UNICORN-UNILEVER-130124-0015,371.19,392.523333,21.333333,912,19455.9997,456,1368
156,UNICORN-UNILEVER-080124-6403,4.04,4.270958,0.230958,37646,8694.644868,18823,56469
156,UNICORN-UNILEVER-031223-0202,162.47,171.20375,8.73375,25,218.34375,12,37
156,UNICORN-UNILEVER-060124-8890,149.34,157.917222,8.577222,375,3216.45825,187,562
156,UNICORN-UNILEVER-130723-1674,1.66,1.75,0.09,40928,3683.52,20464,61392
156,UNICORN-UNILEVER-010124-7250,124.52,131.67138,7.15138,2304,16476.77952,1152,3456
156,UNICORN-UNILEVER-040224-1022,62.11,65.67,3.56,1584,5639.04,792,2376
156,UNICORN-UNILEVER-110124-2223,41.51,43.8904,2.3804,2189,5210.6956,1094,3283
156,UNICORN-UNILEVER-011123-7710,62.32,65.666,3.346,895,2994.67,447,1342
156,UNICORN-UNILEVER-060124-0011,267.72,284.16917,16.44917,552,9079.94184,276,828
156,UNICORN-UNILEVER-211023-1224,194.29,213.2866,18.9966,34,645.8844,17,51
156,UNICORN-UNILEVER-140124-1992,131.28,138.828611,7.548611,6342,47873.29096,3171,9513
156,UNICORN-UNILEVER-0601-2030,74.38,78.657639,4.277639,158,675.866962,79,237
156,UNICORN-UNILEVER-060124-8894,66.66,70.490833,3.830833,534,2045.664822,267,801
156,UNICORN-UNILEVER-060124-8909,16.68,17.639792,0.959792,5382,5165.600544,2691,8073
156,UNICORN-UNILEVER-0601-2054,118.49,125.302917,6.812917,221,1505.654657,110,331
156,UNICORN-UNILEVER-130723-1466,16.45,17.33,0.88,910,800.8,455,1365
156,UNICORN-UNILEVER-130124-5269,13.0076,13.7551,0.7475,23539,17595.4025,11769,35308
156,UNICORN-UNILEVER-0601-2036,47.677222,50.41713,2.739908,2309,6326.447572,1154,3463
156,UNICORN-UNILEVER-060124-8891,83.848889,88.6675,4.818611,746,3594.683806,373,1119
156,UNICORN-UNILEVER-130124-0017,517.0175,546.729167,29.711667,138,4100.210046,69,207
156,UNICORN-UNILEVER-130723-1475,52.2681,55.0767,2.8086,69,193.7934,34,103
156,UNICORN-UNILEVER-130723-1597,38.4349,40.5,2.0651,748,1544.6948,374,1122
156,UNICORN-UNILEVER-170124-7267,78.49,82.998472,4.508472,7832,35310.3527,3916,11748
156,UNICORN-UNILEVER-0601-2008,8.51,9.000104,0.490104,6463,3167.542152,3231,9694
156,UNICORN-UNILEVER-0601-2057,161.9,171.20375,9.30375,417,3879.66375,208,625
156,UNICORN-UNILEVER-040224-1021,62.11,65.67,3.56,48,170.88,24,72
156,UNICORN-UNILEVER-130723-1632,117.54,123.8532,6.3132,155,978.546,77,232
156,UNICORN-UNILEVER-250124-3696,226.96,240,13.04,33,430.32,16,49
156,UNICORN-UNILEVER-080124-6406,91.22,96.457361,5.237361,1415,7410.865815,707,2122
156,UNICORN-UNILEVER-0601-2007,12.77,13.500111,0.730111,26627,19440.6656,13313,39940
156,UNICORN-UNILEVER-261223-7516,3.26,3.43054,0.17054,60311,10285.43794,30155,90466
156,UNICORN-UNILEVER-080124-6398,72.74,76.917083,4.177083,839,3504.572637,419,1258
156,UNICORN-UNILEVER-080124-6405,124.52,131.671389,7.151389,320,2288.44448,160,480
156,UNICORN-UNILEVER-010124-7249,66.98,70.8333,3.8533,223,859.2859,111,334
156,UNICORN-UNILEVER-150124-9328,34,35.9519,1.9519,10854,21185.9226,5427,16281
156,UNICORN-UNILEVER-050723-9922,35.79,37.715,1.925,861,1657.425,430,1291
156,UNICORN-UNILEVER-130124-5270,406.54,429.9066,23.3666,430,10047.638,215,645
156,UNICORN-UNILEVER-130723-1258,24.49,26.25,1.76,1451,2553.76,725,2176
156,UNICORN-UNILEVER-010124-7248,59.1,62.5,3.4,101,343.4,50,151
156,UNICORN-UNILEVER-0601-2052,80.65,85.280556,4.630556,307,1421.580692,153,460
156,UNICORN-UNILEVER-080124-6404,41.85,44.251667,2.401667,13431,32256.78948,6715,20146
156,UNICORN-UNILEVER-0601-2049,43.43,45.926389,2.496389,4677,11675.61135,2338,7015
