warehouse_id,sku,sku_id,lp,sp,profit_per_quantity,no_of_units,total_profit_per_sku,min_units,max_units,Optimal_Units,Optimal_Profit_Per_SKU
144,UNICORN-UNILEVER-130124-0007,144UNICORN-UNILEVER-130124-0007,328.52,347.403333,18.883333,41,774.216653,20,61,20.0,377.66666
144,UNICORN-UNILEVER-0601-2030,144UNICORN-UNILEVER-0601-2030,74.38,78.657639,4.277639,459,1963.436301,229,688,688.0,2943.0156319999996
144,UNICORN-UNILEVER-080224-1022,144UNICORN-UNILEVER-080224-1022,52.0832,52.0832,2.864316667,1792,5132.855467,896,2688,896.0,2566.427733632
144,UNICORN-UNILEVER-0601-2052,144UNICORN-UNILEVER-0601-2052,80.65,85.280556,4.630556,357,1653.108492,178,535,178.0,824.2389680000001
144,UNICORN-UNILEVER-110124-2225,144UNICORN-UNILEVER-110124-2225,164.52,173.9706,9.4506,419,3959.8014,209,628,209.0,1975.1753999999999
144,UNICORN-UNILEVER-280723-2001,144UNICORN-UNILEVER-280723-2001,98.45,103.74,5.29,34,179.86,17,51,17.0,89.93
144,UNICORN-UNILEVER-0601-2057,144UNICORN-UNILEVER-0601-2057,161.9,171.20375,9.30375,202,1879.3575,101,303,101.0,939.67875
144,UNICORN-UNILEVER-0601-2028,144UNICORN-UNILEVER-0601-2028,155.98,164.948542,8.968542,244,2188.324248,122,366,122.0,1094.162124
144,UNICORN-UNILEVER-0601-2035,144UNICORN-UNILEVER-0601-2035,55.52,58.706667,3.186667,60,191.20002,30,90,30.0,95.60001
144,UNICORN-UNILEVER-060124-8890,144UNICORN-UNILEVER-060124-8890,149.34,157.917222,8.577222,255,2187.19161,127,382,127.0,1089.3071940000002
144,UNICORN-UNILEVER-220124-6504,144UNICORN-UNILEVER-220124-6504,132.72,140.3508,7.6308,1176,8973.8208,588,1764,588.0,4486.9104
144,UNICORN-UNILEVER-110124-0021,144UNICORN-UNILEVER-110124-0021,198.85,210.28,11.43,321,3669.03,160,481,160.0,1828.8
144,UNICORN-UNILEVER-180124-3880,144UNICORN-UNILEVER-180124-3880,443.74,469.243333,25.503333,12,306.039996,6,18,6.0,153.01999800000002
144,UNICORN-UNILEVER-080124-3335,144UNICORN-UNILEVER-080124-3335,87.31,92.332083,5.022083,278,1396.139074,139,417,417.0,2094.208611
144,UNICORN-UNILEVER-110124-2223,144UNICORN-UNILEVER-110124-2223,41.51,43.8904,2.3804,2178,5184.5112,1089,3267,1089.0,2592.2556
144,UNICORN-UNILEVER-080124-6398,144UNICORN-UNILEVER-080124-6398,72.74,76.917083,4.177083,290,1211.35407,145,435,145.0,605.6770349999999
144,UNICORN-UNILEVER-130723-1635,144UNICORN-UNILEVER-130723-1635,395.14,416.375,-65.5775,3,-196.7325,1,4,1.0,-65.5775
144,UNICORN-UNILEVER-060124-0001,144UNICORN-UNILEVER-060124-0001,380.14,401.98417,21.84417,19,415.03923,9,28,9.0,196.59752999999998
144,UNICORN-UNILEVER-110124-2224,144UNICORN-UNILEVER-110124-2224,4.24,4.4996,0.2596,57381,14896.1076,28690,86071,86071.0,22344.0316
144,UNICORN-UNILEVER-0601-2023,144UNICORN-UNILEVER-0601-2023,78.99,83.848167,4.858167,34052,165430.3027,17026,51078,51078.0,248145.454026
144,UNICORN-UNILEVER-010124-1783,144UNICORN-UNILEVER-010124-1783,66.52,70.609,4.089,6285,25699.365,3142,9427,9427.0,38547.003000000004
144,UNICORN-UNILEVER-121223-6403,144UNICORN-UNILEVER-121223-6403,68.17,77.245,9.075,64,580.8,32,96,96.0,871.1999999999999
144,UNICORN-UNILEVER-060124-8909,144UNICORN-UNILEVER-060124-8909,16.68,17.639792,0.959792,1774,1702.671008,887,2661,2661.0,2554.006512
144,UNICORN-UNILEVER-280124-0020,144UNICORN-UNILEVER-280124-0020,344.47,364.267083,19.797083,139,2751.794537,69,208,69.0,1365.9987270000001
144,UNICORN-UNILEVER-280124-0021,144UNICORN-UNILEVER-280124-0021,148.36,156.333333,7.973333,51,406.639983,25,76,25.0,199.333325
144,UNICORN-UNILEVER-080124-3341,144UNICORN-UNILEVER-080124-3341,105.91,112.0,6.09,183,1114.47,91,274,274.0,1668.6599999999999
144,UNICORN-UNILEVER-0601-2059,144UNICORN-UNILEVER-0601-2059,3.29,3.479167,0.189167,4284,810.391428,2142,6426,2143.0,405.384881
144,UNICORN-UNILEVER-300124-3659,144UNICORN-UNILEVER-300124-3659,151.58,167.4206,15.78488,5589,88221.69432,2794,8383,8383.0,132324.64904
144,UNICORN-UNILEVER-060124-9448,144UNICORN-UNILEVER-060124-9448,95.67,101.165417,5.495417,131,719.899627,65,196,65.0,357.20210499999996
144,UNICORN-UNILEVER-070823-0005,144UNICORN-UNILEVER-070823-0005,228.64,241.83,13.19,2,26.38,1,3,3.0,39.57
144,UNICORN-UNILEVER-211023-0026,144UNICORN-UNILEVER-211023-0026,106.76,112.5,5.74,15,86.1,7,22,7.0,40.18
144,UNICORN-UNILEVER-130723-1624,144UNICORN-UNILEVER-130723-1624,42.71,45.0,2.29,114,261.06,57,171,57.0,130.53
144,UNICORN-UNILEVER-060124-0015,144UNICORN-UNILEVER-060124-0015,25.96,27.55073,1.59073,6024,9582.55752,3012,9036,9036.0,14373.83628
144,UNICORN-UNILEVER-150124-9332,144UNICORN-UNILEVER-150124-9332,530.27,560.7475,30.4775,41,1249.5775,20,61,20.0,609.55
144,UNICORN-UNILEVER-060124-8899,144UNICORN-UNILEVER-060124-8899,380.14,401.98417,21.84417,13,283.97421,6,19,6.0,131.06502
144,UNICORN-UNILEVER-130723-1504,144UNICORN-UNILEVER-130723-1504,304.87,321.25,9.34875,15,140.23125,7,22,7.0,65.44125000000001
144,UNICORN-UNILEVER-121223-6402,144UNICORN-UNILEVER-121223-6402,75.36,80.78,5.42,44,238.48,22,66,66.0,357.71999999999997
144,UNICORN-UNILEVER-091223-5933,144UNICORN-UNILEVER-091223-5933,130.3,137.2996,6.9996,33,230.9868,16,49,16.0,111.9936
144,UNICORN-UNILEVER-070823-0006,144UNICORN-UNILEVER-070823-0006,1.57,1.75,0.18,3374,607.32,1687,5061,5061.0,910.98
144,UNICORN-UNILEVER-0601-2040,144UNICORN-UNILEVER-0601-2040,55.52,58.706667,3.186667,69,219.880023,34,103,34.0,108.346678
144,UNICORN-UNILEVER-060124-0003,144UNICORN-UNILEVER-060124-0003,118.68,125.50389,6.82389,180,1228.3002,90,270,90.0,614.1501
144,UNICORN-UNILEVER-130124-0016,144UNICORN-UNILEVER-130124-0016,366.77,387.850417,21.080417,72,1517.790024,36,108,36.0,758.8950120000001
144,UNICORN-UNILEVER-130723-1800,144UNICORN-UNILEVER-130723-1800,81.14,85.5,4.36,12,52.32,6,18,6.0,26.160000000000004
144,UNICORN-UNILEVER-0601-2048,144UNICORN-UNILEVER-0601-2048,76.39,80.778333,4.388333,157,688.968281,78,235,78.0,342.28997400000003
144,UNICORN-UNILEVER-060124-8897,144UNICORN-UNILEVER-060124-8897,126.39,133.656333,7.266333,136,988.221288,68,204,68.0,494.11064400000004
144,UNICORN-UNILEVER-080124-0012,144UNICORN-UNILEVER-080124-0012,217.97,230.4933,12.14567111,115,1396.752178,57,172,57.0,692.30325327
144,UNICORN-UNILEVER-141223-0020,144UNICORN-UNILEVER-141223-0020,130.3,137.29958,6.99958,49,342.97942,24,73,24.0,167.98991999999998
144,UNICORN-UNILEVER-300124-4725,144UNICORN-UNILEVER-300124-4725,108.75,115.0036,6.0695,2156,13085.842,1078,3234,1078.0,6542.920999999999
144,UNICORN-UNILEVER-251123-1009,144UNICORN-UNILEVER-251123-1009,225.71,238.7386,13.0286,127,1654.6322,63,190,190.0,2475.434
144,UNICORN-UNILEVER-060124-8895,144UNICORN-UNILEVER-060124-8895,76.39,80.778333,4.388333,195,855.724935,97,292,97.0,425.66830100000004
156,UNICORN-UNILEVER-110124-2224,156UNICORN-UNILEVER-110124-2224,4.24,4.4996,0.2596,85536,22205.1456,42768,128304,128304.0,33307.7184
156,UNICORN-UNILEVER-100124-1224,156UNICORN-UNILEVER-100124-1224,59.79,63.2225,3.4325,6142,21082.415,3071,9213,3071.0,10541.2075
156,UNICORN-UNILEVER-261223-9379,156UNICORN-UNILEVER-261223-9379,66.52,70.34833,3.82833,408,1561.95864,204,612,612.0,2342.9379599999997
156,UNICORN-UNILEVER-060124-9448,156UNICORN-UNILEVER-060124-9448,95.67,101.165417,5.495417,239,1313.404663,119,358,119.0,653.954623
156,UNICORN-UNILEVER-080124-3341,156UNICORN-UNILEVER-080124-3341,105.91,112.0,6.09,333,2027.97,166,499,499.0,3038.91
156,UNICORN-UNILEVER-270923-1022,156UNICORN-UNILEVER-270923-1022,49.63,52.291667,2.661667,34,90.496678,17,51,17.0,45.248339
156,UNICORN-UNILEVER-150124-9329,156UNICORN-UNILEVER-150124-9329,1.65,1.7108,0.09287272727,493459,45828.88313,246729,740188,246729.0,22914.39512659983
156,UNICORN-UNILEVER-060124-0015,156UNICORN-UNILEVER-060124-0015,25.96,27.55073,1.59073,14337,22806.29601,7168,21505,21505.0,34208.64865
156,UNICORN-UNILEVER-060124-0005,156UNICORN-UNILEVER-060124-0005,8.44,8.92854,0.48854,3354,1638.56316,1677,5031,5031.0,2457.84474
156,UNICORN-UNILEVER-080124-6400,156UNICORN-UNILEVER-080124-6400,127.9,135.249306,7.349306,462,3395.379372,231,693,231.0,1697.6896860000002
156,UNICORN-UNILEVER-0601-2039,156UNICORN-UNILEVER-0601-2039,39.09,41.333704,2.243704,2255,5059.55252,1127,3382,1127.0,2528.6544080000003
156,UNICORN-UNILEVE-270124-5937,156UNICORN-UNILEVE-270124-5937,62.1,65.668333,3.568333,371,1323.851543,185,556,185.0,660.141605
156,UNICORN-UNILEVER-100224-2640,156UNICORN-UNILEVER-100224-2640,212.77,224.994,12.224,2105,25731.52,1052,3157,1052.0,12859.648000000001
156,UNICORN-UNILEVER-080124-6392,156UNICORN-UNILEVER-080124-6392,47.68,50.41713,2.73713,5495,15040.52935,2747,8242,2747.0,7518.896110000001
156,UNICORN-UNILEVER-120823-0001,156UNICORN-UNILEVER-120823-0001,3.17,3.429167,0.259167,7499,1943.493333,3749,11248,11248.0,2915.110416
156,UNICORN-UNILEVER-0601-2029,156UNICORN-UNILEVER-0601-2029,142.2,150.376042,8.176042,743,6074.799206,371,1114,371.0,3033.3115820000003
156,UNICORN-UNILEVER-180124-3882,156UNICORN-UNILEVER-180124-3882,76.16,80.535833,4.375833,1307,5719.213731,653,1960,653.0,2857.418949
156,UNICORN-UNILEVER-0601-2038,156UNICORN-UNILEVER-0601-2038,39.09,41.333704,2.243704,1823,4090.272392,911,2734,911.0,2044.0143440000002
156,UNICORN-UNILEVER-100224-0004,156UNICORN-UNILEVER-100224-0004,151.31,160.0,8.69,3762,32691.78,1881,5643,1881.0,16345.89
156,UNICORN-UNILEVER-211023-1226,156UNICORN-UNILEVER-211023-1226,677.36,726.86,49.5,166,8217.0,83,249,249.0,12325.5
156,UNICORN-UNILEVER-140124-1993,156UNICORN-UNILEVER-140124-1993,12.55,13.274306,0.724306,10046,7276.378076,5023,15069,15069.0,10914.567114
156,UNICORN-UNILEVER-080124-0012,156UNICORN-UNILEVER-080124-0012,217.97,230.4933,12.5233,144,1803.3552,72,216,72.0,901.6776000000001
156,UNICORN-UNILEVER-080124-1889,156UNICORN-UNILEVER-080124-1889,331.93,351.0,19.07,61,1163.27,30,91,30.0,572.1
156,UNICORN-UNILEVER-130723-1462,156UNICORN-UNILEVER-130723-1462,173.38,182.7,9.32,47,438.04,23,70,23.0,214.36
156,UNICORN-UNILEVER-280124-2560,156UNICORN-UNILEVER-280124-2560,4.06,4.288165,0.228165,164956,37637.18574,82478,247434,82478.0,18818.59287
156,UNICORN-UNILEVER-130124-0015,156UNICORN-UNILEVER-130124-0015,371.19,392.523333,21.333333,912,19455.9997,456,1368,456.0,9727.999848
156,UNICORN-UNILEVER-080124-6403,156UNICORN-UNILEVER-080124-6403,4.04,4.270958,0.230958,37646,8694.644868,18823,56469,18823.0,4347.322434
156,UNICORN-UNILEVER-031223-0202,156UNICORN-UNILEVER-031223-0202,162.47,171.20375,8.73375,25,218.34375,12,37,12.0,104.805
156,UNICORN-UNILEVER-060124-8890,156UNICORN-UNILEVER-060124-8890,149.34,157.917222,8.577222,375,3216.45825,187,562,187.0,1603.9405140000001
156,UNICORN-UNILEVER-130723-1674,156UNICORN-UNILEVER-130723-1674,1.66,1.75,0.09,40928,3683.52,20464,61392,20464.0,1841.76
156,UNICORN-UNILEVER-010124-7250,156UNICORN-UNILEVER-010124-7250,124.52,131.67138,7.15138,2304,16476.77952,1152,3456,1152.0,8238.38976
156,UNICORN-UNILEVER-040224-1022,156UNICORN-UNILEVER-040224-1022,62.11,65.67,3.56,1584,5639.04,792,2376,792.0,2819.52
156,UNICORN-UNILEVER-110124-2223,156UNICORN-UNILEVER-110124-2223,41.51,43.8904,2.3804,2189,5210.6956,1094,3283,1094.0,2604.1576
156,UNICORN-UNILEVER-011123-7710,156UNICORN-UNILEVER-011123-7710,62.32,65.666,3.346,895,2994.67,447,1342,447.0,1495.662
156,UNICORN-UNILEVER-060124-0011,156UNICORN-UNILEVER-060124-0011,267.72,284.16917,16.44917,552,9079.94184,276,828,828.0,13619.91276
156,UNICORN-UNILEVER-211023-1224,156UNICORN-UNILEVER-211023-1224,194.29,213.2866,18.9966,34,645.8844,17,51,51.0,968.8266000000001
156,UNICORN-UNILEVER-140124-1992,156UNICORN-UNILEVER-140124-1992,131.28,138.828611,7.548611,6342,47873.29096,3171,9513,3171.0,23936.645481
156,UNICORN-UNILEVER-0601-2030,156UNICORN-UNILEVER-0601-2030,74.38,78.657639,4.277639,158,675.866962,79,237,237.0,1013.800443
156,UNICORN-UNILEVER-060124-8894,156UNICORN-UNILEVER-060124-8894,66.66,70.490833,3.830833,534,2045.664822,267,801,267.0,1022.8324110000001
156,UNICORN-UNILEVER-060124-8909,156UNICORN-UNILEVER-060124-8909,16.68,17.639792,0.959792,5382,5165.600544,2691,8073,8073.0,7748.400815999999
156,UNICORN-UNILEVER-0601-2054,156UNICORN-UNILEVER-0601-2054,118.49,125.302917,6.812917,221,1505.654657,110,331,110.0,749.4208699999999
156,UNICORN-UNILEVER-130723-1466,156UNICORN-UNILEVER-130723-1466,16.45,17.33,0.88,910,800.8,455,1365,455.0,400.4
156,UNICORN-UNILEVER-130124-5269,156UNICORN-UNILEVER-130124-5269,13.0076,13.7551,0.7475,23539,17595.4025,11769,35308,11769.0,8797.327500000001
156,UNICORN-UNILEVER-0601-2036,156UNICORN-UNILEVER-0601-2036,47.677222,50.41713,2.739908,2309,6326.447572,1154,3463,1154.0,3161.853832
156,UNICORN-UNILEVER-060124-8891,156UNICORN-UNILEVER-060124-8891,83.848889,88.6675,4.818611,746,3594.683806,373,1119,373.0,1797.341903
156,UNICORN-UNILEVER-130124-0017,156UNICORN-UNILEVER-130124-0017,517.0175,546.729167,29.711667,138,4100.210046,69,207,69.0,2050.105023
156,UNICORN-UNILEVER-130723-1475,156UNICORN-UNILEVER-130723-1475,52.2681,55.0767,2.8086,69,193.7934,34,103,34.0,95.4924
156,UNICORN-UNILEVER-130723-1597,156UNICORN-UNILEVER-130723-1597,38.4349,40.5,2.0651,748,1544.6948,374,1122,374.0,772.3474000000001
156,UNICORN-UNILEVER-170124-7267,156UNICORN-UNILEVER-170124-7267,78.49,82.998472,4.508472,7832,35310.3527,3916,11748,3916.0,17655.176352000002
156,UNICORN-UNILEVER-0601-2008,156UNICORN-UNILEVER-0601-2008,8.51,9.000104,0.490104,6463,3167.542152,3231,9694,9694.0,4751.068176
156,UNICORN-UNILEVER-0601-2057,156UNICORN-UNILEVER-0601-2057,161.9,171.20375,9.30375,417,3879.66375,208,625,208.0,1935.1800000000003
156,UNICORN-UNILEVER-040224-1021,156UNICORN-UNILEVER-040224-1021,62.11,65.67,3.56,48,170.88,24,72,24.0,85.44
156,UNICORN-UNILEVER-130723-1632,156UNICORN-UNILEVER-130723-1632,117.54,123.8532,6.3132,155,978.546,77,232,77.0,486.1164
156,UNICORN-UNILEVER-250124-3696,156UNICORN-UNILEVER-250124-3696,226.96,240.0,13.04,33,430.32,16,49,16.0,208.64
156,UNICORN-UNILEVER-080124-6406,156UNICORN-UNILEVER-080124-6406,91.22,96.457361,5.237361,1415,7410.865815,707,2122,707.0,3702.814227
156,UNICORN-UNILEVER-0601-2007,156UNICORN-UNILEVER-0601-2007,12.77,13.500111,0.730111,26627,19440.6656,13313,39940,13313.0,9719.967743
156,UNICORN-UNILEVER-261223-7516,156UNICORN-UNILEVER-261223-7516,3.26,3.43054,0.17054,60311,10285.43794,30155,90466,30155.0,5142.6337
156,UNICORN-UNILEVER-080124-6398,156UNICORN-UNILEVER-080124-6398,72.74,76.917083,4.177083,839,3504.572637,419,1258,419.0,1750.1977769999999
156,UNICORN-UNILEVER-080124-6405,156UNICORN-UNILEVER-080124-6405,124.52,131.671389,7.151389,320,2288.44448,160,480,160.0,1144.22224
156,UNICORN-UNILEVER-010124-7249,156UNICORN-UNILEVER-010124-7249,66.98,70.8333,3.8533,223,859.2859,111,334,334.0,1287.0022
156,UNICORN-UNILEVER-150124-9328,156UNICORN-UNILEVER-150124-9328,34.0,35.9519,1.9519,10854,21185.9226,5427,16281,5427.0,10592.961299999999
156,UNICORN-UNILEVER-050723-9922,156UNICORN-UNILEVER-050723-9922,35.79,37.715,1.925,861,1657.425,430,1291,430.0,827.75
156,UNICORN-UNILEVER-130124-5270,156UNICORN-UNILEVER-130124-5270,406.54,429.9066,23.3666,430,10047.638,215,645,215.0,5023.8189999999995
156,UNICORN-UNILEVER-130723-1258,156UNICORN-UNILEVER-130723-1258,24.49,26.25,1.76,1451,2553.76,725,2176,2176.0,3829.76
156,UNICORN-UNILEVER-010124-7248,156UNICORN-UNILEVER-010124-7248,59.1,62.5,3.4,101,343.4,50,151,151.0,513.4
156,UNICORN-UNILEVER-0601-2052,156UNICORN-UNILEVER-0601-2052,80.65,85.280556,4.630556,307,1421.580692,153,460,153.0,708.4750680000001
156,UNICORN-UNILEVER-080124-6404,156UNICORN-UNILEVER-080124-6404,41.85,44.251667,2.401667,13431,32256.78948,6715,20146,6715.0,16127.193905000002
156,UNICORN-UNILEVER-0601-2049,156UNICORN-UNILEVER-0601-2049,43.43,45.926389,2.496389,4677,11675.61135,2338,7015,2338.0,5836.557482
156,UNICORN-UNILEVER-110124-2222,156UNICORN-UNILEVER-110124-2222,2.52,2.6666,0.1466,74363,10901.6158,37181,111544,111544.0,16352.350400000001
156,UNICORN-UNILEVER-110124-0021,156UNICORN-UNILEVER-110124-0021,198.85,210.28,11.43,504,5760.72,252,756,252.0,2880.36
156,UNICORN-UNILEVER-060124-8900,156UNICORN-UNILEVER-060124-8900,74.74,79.030625,4.290625,131,562.071875,65,196,65.0,278.890625
156,UNICORN-UNILEVER-060124-8901,156UNICORN-UNILEVER-060124-8901,52.08,55.07625,2.99625,82,245.6925,41,123,123.0,368.53875
156,UNICORN-UNILEVER-0601-2032,156UNICORN-UNILEVER-0601-2032,41.37,43.748333,2.378333,4277,10172.13024,2138,6415,2138.0,5084.875954
156,UNICORN-UNILEVER-0601-2046,156UNICORN-UNILEVER-0601-2046,43.43,45.926389,2.496389,10387,25929.99254,5193,15580,5193.0,12963.748077
156,UNICORN-UNILEVER-130124-0014,156UNICORN-UNILEVER-130124-0014,206.16,218.005625,11.845625,199,2357.279375,99,298,99.0,1172.716875
156,UNICORN-UNILEVER-0601-2053,156UNICORN-UNILEVER-0601-2053,138.15,146.086458,7.936458,220,1746.02076,110,330,110.0,873.01038
156,UNICORN-UNILEVER-250723-1130,156UNICORN-UNILEVER-250723-1130,87.63,92.33,4.7,208,977.6,104,312,104.0,488.8
156,UNICORN-UNILEVER-080124-6396,156UNICORN-UNILEVER-080124-6396,62.1,65.668333,3.568333,228,813.579924,114,342,114.0,406.789962
156,UNICORN-UNILEVER-150124-3865,156UNICORN-UNILEVER-150124-3865,132.83,140.461667,7.631667,3216,24543.44107,1608,4824,1608.0,12271.720536
156,UNICORN-UNILEVER-080124-6402,156UNICORN-UNILEVER-080124-6402,3.24,3.429058,0.189058,23674,4475.759092,11837,35511,35511.0,6713.638638
156,UNICORN-UNILEVER-200124-3075,156UNICORN-UNILEVER-200124-3075,8.76,9.25925,0.49925,11581,5781.81425,5790,17371,5790.0,2890.6575000000003
156,UNICORN-UNILEVER-130723-1684,156UNICORN-UNILEVER-130723-1684,21.77,22.935,1.165,490,570.85,245,735,245.0,285.425
156,UNICORN-UNILEVER-0601-2048,156UNICORN-UNILEVER-0601-2048,76.39,80.778333,4.388333,649,2848.028117,324,973,324.0,1421.819892
156,UNICORN-UNILEVER-150124-3330,156UNICORN-UNILEVER-150124-3330,583.15,616.6666,33.5166,33,1106.0478,16,49,16.0,536.2656
156,UNICORN-UNILEVER-060124-0007,156UNICORN-UNILEVER-060124-0007,59.79,63.2225,3.4325,4686,16084.695,2343,7029,2343.0,8042.3475
156,UNICORN-UNILEVER-0601-2042,156UNICORN-UNILEVER-0601-2042,8.44,8.928542,0.488542,17465,8532.38603,8732,26197,26197.0,12798.334773999999
156,UNICORN-UNILEVER-080124-0015,156UNICORN-UNILEVER-080124-0015,42.39,44.9963,2.6063,732,1907.8116,366,1098,1098.0,2861.7174
156,UNICORN-UNILEVER-0601-2043,156UNICORN-UNILEVER-0601-2043,52.08,55.07625,2.99625,1708,5117.595,854,2562,2562.0,7676.3925
156,UNICORN-UNILEVER-070823-0008,156UNICORN-UNILEVER-070823-0008,198.54,209.9935,11.4535,20,229.07,10,30,30.0,343.605
